eval,fitness,prey_move_cost,pred_move_cost,pred_bite_reward,pred_digest_time,pred_repro_thresh,prey_cooldown,pred_cooldown,parent_energy_split,spawn_offset,heading_jitter,pred_density_k,newborn_hunt_cooldown,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,detritus_fraction,carcass_fraction,detritus_decay_rate,detritus_decay_eff,grazing_diet_cap,hunting_diet_floor,prey_density_k
21,-17409.821860,0.088301,0.010000,0.400000,2.378848,0.500000,4.000000,6.000000,0.400000,30.000000,0.533770,10.000000,0.536516,1.212757,20.000000,0.050000,0.500000,2.277369,2.000000,0.000000,0.300000,0.010000,0.800000,0.500000,0.614001,50.000000
22,-15675.690279,0.050000,0.010000,0.491960,3.000000,0.500000,4.000000,20.000000,0.400000,6.396946,0.611346,10.000000,0.500000,1.321903,90.252613,0.011086,0.500000,1.303207,2.000000,0.000000,0.300000,0.010000,0.300000,0.150000,0.500000,50.000000
23,-24113.689016,0.147633,0.010000,0.400000,0.200000,0.950000,5.606694,20.000000,0.558214,19.543148,0.706634,553.635855,2.867809,0.699957,140.207588,0.002000,4.161528,1.587379,2.000000,0.000000,0.746650,0.030694,0.561071,0.500000,0.500000,500.000000
24,-29203.386209,0.050000,0.023907,0.800000,0.418339,0.950000,4.000000,6.000000,0.458189,5.000000,1.000000,160.032412,0.500000,1.300109,20.000000,0.029589,0.500000,1.847702,0.300000,0.000000,0.300000,0.158019,0.365999,0.500000,0.765300,245.724537
25,-28350.391193,0.050000,0.080000,0.800000,0.200000,0.950000,20.000000,6.000000,0.400000,30.000000,0.000000,10.000000,2.363294,0.829357,20.000000,0.013087,3.022223,1.071009,0.300000,0.189532,0.750216,0.200000,0.745593,0.384626,0.702155,322.574152
26,-25559.968019,0.114914,0.010000,0.617373,2.143922,0.939193,20.000000,6.000000,0.400000,26.508960,0.933008,10.000000,5.000000,1.500000,20.000000,0.002000,2.150553,3.000000,1.364696,0.000000,0.300000,0.010000,0.657334,0.238090,0.783327,50.000000
27,-24755.807780,0.083078,0.080000,0.404880,0.200000,0.950000,6.380491,6.603497,0.577591,25.842171,1.000000,600.000000,0.642797,0.947180,20.000000,0.002000,0.500000,3.000000,0.737038,0.000000,0.300000,0.200000,0.800000,0.429783,0.809201,50.000000
28,-25296.202495,0.099634,0.056809,0.400000,1.928606,0.628038,19.326594,6.000000,0.700000,23.572623,1.000000,10.000000,0.500000,1.500000,257.113426,0.002000,4.166493,0.100000,1.506194,0.300000,0.300000,0.010000,0.300000,0.474345,0.850000,50.000000
29,-26224.264021,0.050000,0.010000,0.400000,2.706290,0.950000,5.221951,6.000000,0.400000,30.000000,0.830601,10.000000,2.321837,1.499133,20.000000,0.050000,1.459504,0.281392,2.000000,0.264140,0.900000,0.010000,0.800000,0.500000,0.850000,500.000000
30,-19367.002601,0.050000,0.010000,0.800000,0.200000,0.610486,4.000000,7.781299,0.700000,14.229572,0.000000,600.000000,5.000000,1.500000,20.000000,0.002000,3.487915,0.100000,2.000000,0.033092,0.300000,0.200000,0.300000,0.275005,0.500000,50.000000
31,-20764.801766,0.194228,0.080000,0.400000,0.200000,0.500000,4.000000,20.000000,0.688281,5.000000,0.138460,600.000000,2.022524,1.500000,20.000000,0.002000,0.500000,3.000000,0.943693,0.000000,0.324542,0.200000,0.800000,0.500000,0.500000,50.000000
32,-19736.142899,0.050000,0.010000,0.400000,0.200000,0.950000,4.000000,16.034460,0.575591,13.731156,0.000000,10.000000,0.500000,1.011269,59.307330,0.002000,0.500000,3.000000,0.594290,0.300000,0.300000,0.016624,0.725429,0.209423,0.850000,442.644641
33,-20806.976913,0.082492,0.010000,0.400000,1.980011,0.632544,20.000000,13.147109,0.700000,5.000000,0.437795,10.000000,1.321217,1.500000,140.605547,0.002000,0.500000,0.100000,1.792411,0.000000,0.418596,0.142421,0.300000,0.157596,0.500000,266.133424
34,-21632.882292,0.233896,0.033575,0.400000,2.314350,0.694784,4.000000,20.000000,0.591327,30.000000,0.000000,10.000000,3.647912,1.500000,139.816212,0.011330,1.455608,2.324367,1.052672,0.000000,0.900000,0.200000,0.300000,0.150000,0.500000,500.000000
35,-25288.067230,0.224694,0.010000,0.425595,1.969143,0.500000,14.583659,11.417024,0.400000,30.000000,1.000000,600.000000,2.464040,0.534723,20.000000,0.027385,0.500000,3.000000,0.300000,0.000000,0.300000,0.010000,0.300000,0.500000,0.741133,139.475370
36,-19699.825590,0.250000,0.022938,0.400000,0.200000,0.875804,9.149599,6.000000,0.700000,5.000000,1.000000,10.000000,4.350732,1.342184,20.000000,0.030537,0.500000,1.198368,0.300000,0.191343,0.774130,0.026201,0.611075,0.150000,0.850000,50.000000
37,-18562.912881,0.250000,0.080000,0.400000,0.773514,0.500000,20.000000,6.000000,0.700000,5.000000,0.000000,10.000000,5.000000,1.500000,20.000000,0.022145,0.500000,0.100000,0.892377,0.094026,0.610179,0.010000,0.300000,0.500000,0.536434,136.538787
38,-23956.312560,0.250000,0.042186,0.458064,3.000000,0.950000,4.000000,6.000000,0.670357,16.286690,0.000000,414.828639,2.145254,0.500000,49.663659,0.024063,0.500000,0.100000,1.022845,0.248998,0.900000,0.136692,0.427471,0.299667,0.850000,294.585537
39,-18415.507924,0.050000,0.064274,0.409984,3.000000,0.500000,7.145262,20.000000,0.500354,12.697886,0.126721,10.000000,3.353333,1.114659,20.000000,0.013884,2.431426,1.193759,0.300000,0.300000,0.565273,0.200000,0.319544,0.500000,0.786690,113.340657
40,-11988.610255,0.121715,0.010000,0.800000,1.400219,0.500000,14.290091,6.000000,0.432109,5.000000,1.000000,600.000000,4.861742,0.534794,300.000000,0.002000,0.500000,0.100000,2.000000,0.000000,0.900000,0.200000,0.784908,0.150000,0.645832,190.526055
41,-24579.442988,0.050000,0.080000,0.800000,0.200000,0.950000,19.496499,6.000000,0.635102,30.000000,0.850596,10.000000,4.330271,0.500000,183.489560,0.002000,0.500000,0.100000,1.776577,0.000000,0.900000,0.098420,0.539521,0.389908,0.622110,298.945698
42,-26057.101541,0.250000,0.034347,0.400000,2.446097,0.888037,4.000000,20.000000,0.400000,30.000000,1.000000,600.000000,0.500000,0.796198,20.000000,0.002000,0.500000,0.100000,1.920763,0.300000,0.428624,0.200000,0.300000,0.280968,0.625541,432.494035
43,-19429.707410,0.050000,0.010000,0.400000,0.418260,0.771674,20.000000,6.349840,0.700000,18.585287,0.023349,10.000000,0.500000,0.500000,275.572671,0.045486,0.500000,0.100000,2.000000,0.000000,0.474736,0.014910,0.356494,0.477028,0.850000,500.000000
44,-31192.932433,0.050000,0.080000,0.400000,0.200000,0.950000,8.760261,6.000000,0.700000,30.000000,0.504672,361.134991,5.000000,0.972919,176.735351,0.035471,5.000000,0.100000,0.300000,0.300000,0.300000,0.010000,0.734333,0.338126,0.850000,215.231629
45,-23277.554206,0.050000,0.080000,0.800000,3.000000,0.950000,14.056878,6.000000,0.700000,30.000000,0.000000,600.000000,5.000000,1.394583,300.000000,0.002000,2.236568,3.000000,0.900428,0.227221,0.300000,0.010000,0.800000,0.500000,0.850000,500.000000
46,-17081.715909,0.128311,0.078968,0.400000,0.443021,0.570529,12.419798,6.000000,0.700000,5.000000,0.885528,473.921419,5.000000,1.004887,300.000000,0.039493,1.652267,2.682195,0.755284,0.300000,0.900000,0.084443,0.300000,0.182920,0.850000,500.000000
47,-22783.367774,0.250000,0.069769,0.433714,0.200000,0.950000,13.181413,12.205479,0.700000,30.000000,1.000000,10.000000,0.500000,0.500000,114.885382,0.009193,1.727999,3.000000,2.000000,0.170795,0.507874,0.200000,0.800000,0.500000,0.842484,50.000000
48,-25453.818046,0.178785,0.010000,0.800000,0.455952,0.779681,4.000000,11.521461,0.700000,18.012197,1.000000,530.406786,3.052846,0.500000,265.588725,0.002000,4.915915,0.100000,1.626763,0.000000,0.384900,0.010000,0.800000,0.420401,0.500000,319.045833
49,-8360.667072,0.050000,0.068459,0.415391,2.763300,0.714396,20.000000,15.671034,0.400000,30.000000,0.915539,10.000000,4.998902,1.005984,300.000000,0.002000,0.500000,3.000000,0.656424,0.000000,0.300000,0.200000,0.494101,0.172406,0.850000,50.000000
50,-29353.348673,0.050000,0.010000,0.800000,0.200000,0.950000,5.032439,6.000000,0.400000,30.000000,1.000000,10.000000,5.000000,0.500000,20.000000,0.050000,0.500000,1.647691,0.300000,0.001527,0.300000,0.056701,0.800000,0.500000,0.798282,500.000000
51,-25647.237884,0.050000,0.080000,0.800000,0.200000,0.950000,20.000000,6.000000,0.400000,16.010455,0.998925,10.000000,0.500000,0.994041,20.000000,0.030391,0.500000,0.100000,0.300000,0.300000,0.900000,0.010000,0.800000,0.500000,0.850000,500.000000
52,-22962.094879,0.050000,0.080000,0.699521,0.200000,0.835941,4.283568,6.000000,0.400000,25.339322,0.000000,600.000000,4.203349,1.500000,20.000000,0.011894,0.500000,0.100000,0.686573,0.270515,0.301924,0.185529,0.300000,0.150000,0.792303,500.000000
53,-27395.846798,0.215709,0.080000,0.516347,0.200000,0.950000,9.079809,6.000000,0.400000,30.000000,0.000000,10.000000,0.500000,0.500000,20.000000,0.050000,0.500000,0.100000,0.885096,0.264051,0.328728,0.200000,0.300000,0.500000,0.828062,500.000000
54,-30943.685441,0.050000,0.077453,0.800000,3.000000,0.881789,7.961797,6.000000,0.400000,30.000000,1.000000,600.000000,2.121526,0.500000,300.000000,0.032236,0.500000,0.100000,0.300000,0.300000,0.900000,0.170478,0.300000,0.500000,0.850000,104.923307
55,-21804.445521,0.050000,0.066656,0.400000,0.200000,0.569836,20.000000,16.763869,0.522088,7.878079,1.000000,10.000000,3.337984,0.730321,20.000000,0.018152,0.500000,3.000000,1.591453,0.294168,0.733125,0.010000,0.621763,0.460905,0.779741,462.321934
56,-29756.958754,0.250000,0.079565,0.506546,1.023841,0.950000,4.000000,20.000000,0.400000,30.000000,0.213356,10.000000,5.000000,0.802602,148.303259,0.002000,5.000000,0.100000,1.186342,0.129434,0.300000,0.187557,0.568180,0.150000,0.850000,50.000000
57,-25259.322599,0.050000,0.080000,0.800000,0.200000,0.950000,20.000000,6.000000,0.633571,23.398830,0.096751,600.000000,5.000000,1.500000,158.015637,0.050000,5.000000,3.000000,0.300000,0.066292,0.411284,0.010000,0.800000,0.288694,0.850000,50.000000
58,-26334.716845,0.220062,0.080000,0.400000,2.327518,0.950000,8.077939,6.211597,0.512804,30.000000,0.000000,142.695379,2.158804,0.787965,107.239215,0.045182,3.775149,0.100000,0.300000,0.000000,0.855297,0.200000,0.406907,0.500000,0.621129,500.000000
59,-30115.524721,0.099488,0.080000,0.400000,0.200000,0.950000,19.349503,20.000000,0.400000,30.000000,1.000000,10.000000,5.000000,0.500000,20.000000,0.036868,2.133223,3.000000,0.583631,0.029548,0.345695,0.200000,0.300000,0.150000,0.850000,90.233042
60,-26043.836042,0.164532,0.056987,0.800000,0.498069,0.950000,4.000000,6.000000,0.400000,14.537139,0.014976,264.847638,4.669872,1.500000,20.000000,0.002000,0.500000,0.100000,1.119599,0.000000,0.900000,0.112298,0.471863,0.500000,0.843767,50.000000
61,-22413.138859,0.050000,0.011555,0.400000,0.200000,0.950000,19.919266,6.000000,0.400000,30.000000,0.723885,10.000000,0.500000,1.332143,300.000000,0.017912,0.500000,0.100000,2.000000,0.000000,0.300000,0.200000,0.300000,0.484680,0.616186,500.000000
62,-25422.206312,0.242686,0.080000,0.400000,1.865242,0.950000,9.367855,6.000000,0.400079,30.000000,0.988372,10.000000,0.500000,0.500000,25.277234,0.002000,0.500000,0.100000,2.000000,0.000000,0.300000,0.010000,0.800000,0.358030,0.619992,50.000000
63,-20502.466910,0.050000,0.080000,0.800000,2.114429,0.950000,6.621484,6.000000,0.400000,10.174870,1.000000,10.000000,0.500000,0.500000,20.000000,0.050000,3.091239,3.000000,0.779683,0.067166,0.300000,0.047881,0.800000,0.500000,0.824989,373.897143
64,-17610.399439,0.132149,0.080000,0.800000,3.000000,0.950000,20.000000,10.000588,0.400000,5.318559,1.000000,581.814678,4.409594,0.848265,119.023244,0.050000,0.500000,0.304429,0.615480,0.086883,0.367395,0.159048,0.411865,0.397810,0.516624,50.000000
65,-8803.349101,0.050000,0.011914,0.400000,1.715404,0.500000,20.000000,6.000000,0.400000,28.844966,0.031482,10.000000,0.500000,0.685183,300.000000,0.050000,0.500000,0.181525,1.223696,0.300000,0.608655,0.031848,0.800000,0.150000,0.500000,97.266386
66,-23739.485741,0.140441,0.010000,0.434532,3.000000,0.950000,4.000000,16.229389,0.700000,5.000000,1.000000,107.576777,0.500000,0.500000,20.000000,0.050000,0.500000,3.000000,1.543776,0.084147,0.300000,0.045865,0.800000,0.500000,0.555883,377.014715
67,-21694.766950,0.250000,0.052196,0.574578,0.558562,0.817124,15.219616,6.000000,0.700000,10.115049,0.000000,95.807676,0.500000,0.855191,20.000000,0.050000,5.000000,0.100000,0.300000,0.254243,0.900000,0.075304,0.300000,0.171735,0.694797,50.000000
68,-33276.149692,0.092051,0.080000,0.603068,0.200000,0.950000,10.960474,6.000000,0.400000,5.000000,1.000000,10.000000,5.000000,0.500000,232.263618,0.050000,0.500000,0.100000,0.300000,0.000000,0.807979,0.169159,0.300000,0.379604,0.572578,50.000000
69,-29786.126567,0.162971,0.080000,0.400000,0.200000,0.950000,17.958089,6.000000,0.400000,5.000000,0.000000,10.000000,1.245837,0.500000,300.000000,0.002000,4.922842,0.709960,2.000000,0.000000,0.900000,0.046706,0.563752,0.150000,0.649455,500.000000
70,-23199.633016,0.050000,0.010000,0.750581,0.200000,0.888254,19.592573,6.000000,0.400000,30.000000,0.531505,223.741130,4.263303,0.500000,20.000000,0.050000,0.500000,0.100000,1.892228,0.021651,0.300000,0.200000,0.766373,0.500000,0.500000,500.000000
71,-21427.974105,0.074464,0.080000,0.400000,0.200000,0.950000,4.000000,6.000000,0.400000,10.376295,0.000000,600.000000,0.500000,0.961114,200.726547,0.032548,0.826758,0.100000,2.000000,0.237452,0.900000,0.113612,0.800000,0.366947,0.500000,460.589487
72,-31761.233954,0.120980,0.080000,0.400000,1.088987,0.950000,20.000000,20.000000,0.700000,30.000000,1.000000,600.000000,3.120776,0.500000,20.000000,0.002000,5.000000,0.100000,2.000000,0.300000,0.300000,0.200000,0.656030,0.500000,0.500000,338.308914
73,-33740.521421,0.208738,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.700000,30.000000,1.000000,10.000000,0.500000,1.500000,20.000000,0.023167,3.279912,2.930546,0.300000,0.000000,0.300000,0.010000,0.300000,0.500000,0.733144,50.000000
74,-14822.080515,0.126066,0.010000,0.583024,0.286804,0.882277,4.000000,6.544145,0.400000,30.000000,0.845084,600.000000,1.978459,0.500000,286.207788,0.002000,5.000000,2.005362,2.000000,0.300000,0.443570,0.010000,0.800000,0.500000,0.500000,500.000000
75,-19795.308316,0.050000,0.041343,0.446633,0.304608,0.758375,20.000000,20.000000,0.400000,30.000000,0.202090,10.000000,0.918374,1.214788,20.000000,0.002000,0.500000,0.100000,0.848262,0.000000,0.900000,0.010000,0.800000,0.500000,0.850000,373.868454
76,-21412.981096,0.137833,0.010000,0.400000,0.200000,0.950000,19.066258,7.458205,0.400000,19.287831,1.000000,10.000000,0.500000,1.059910,20.000000,0.020561,0.500000,2.564612,2.000000,0.001061,0.300000,0.010000,0.416068,0.254052,0.850000,500.000000
77,-23721.817756,0.050000,0.080000,0.456736,1.311916,0.950000,20.000000,20.000000,0.653999,11.378569,1.000000,10.000000,0.500000,0.791737,20.000000,0.033858,0.500000,2.515220,0.752595,0.000000,0.485388,0.200000,0.300000,0.500000,0.500000,500.000000
78,-15251.500952,0.074846,0.056316,0.800000,0.200000,0.950000,10.796443,6.000000,0.448474,26.266676,1.000000,600.000000,1.043667,1.500000,300.000000,0.002000,5.000000,3.000000,0.300000,0.180071,0.300000,0.010000,0.800000,0.500000,0.500000,328.294286
79,-24969.174282,0.118755,0.036847,0.800000,0.886092,0.950000,4.000000,6.000000,0.700000,6.889067,1.000000,410.214120,0.693160,0.500000,186.555363,0.002000,1.148930,0.100000,1.786895,0.042851,0.300000,0.010000,0.800000,0.355147,0.661479,50.000000
80,-22477.640007,0.050000,0.080000,0.677603,3.000000,0.507627,15.425467,6.000000,0.486966,30.000000,0.340914,351.606437,0.500000,1.500000,20.000000,0.050000,0.500000,0.100000,2.000000,0.000000,0.300000,0.145689,0.800000,0.150000,0.850000,500.000000
81,-28942.286728,0.082922,0.028321,0.520766,0.200000,0.717210,19.770247,20.000000,0.700000,5.000000,0.000000,10.000000,0.500000,1.500000,196.880766,0.033290,0.547773,0.100000,0.300000,0.000000,0.668104,0.200000,0.384192,0.426494,0.500000,50.000000
82,-12604.978818,0.250000,0.010000,0.400000,3.000000,0.950000,4.000000,6.000000,0.400036,22.249590,0.000000,600.000000,5.000000,1.330299,122.297972,0.016568,0.500000,2.228760,1.415308,0.000000,0.335005,0.200000,0.489411,0.461846,0.500000,50.000000
83,-23981.628014,0.073888,0.010000,0.400000,0.200000,0.950000,4.000000,10.450302,0.513838,30.000000,1.000000,493.551296,0.500000,0.500000,132.830696,0.050000,0.770128,0.100000,0.409981,0.000000,0.900000,0.084601,0.576058,0.254154,0.850000,50.000000
84,-23004.274509,0.250000,0.080000,0.400000,1.250457,0.950000,5.380885,17.128817,0.700000,30.000000,1.000000,329.218382,2.755668,1.500000,20.000000,0.002000,0.500000,3.000000,1.718788,0.300000,0.300000,0.097495,0.300000,0.314593,0.500000,343.328196
85,-21975.019000,0.154708,0.080000,0.400000,1.854405,0.723972,4.000000,20.000000,0.551942,27.349944,0.132165,10.000000,3.729691,1.411648,59.471431,0.002000,0.500000,1.547099,0.648772,0.300000,0.300000,0.010000,0.346850,0.500000,0.500000,168.829988
86,-21678.801063,0.117971,0.057777,0.800000,3.000000,0.950000,4.000000,7.783923,0.400000,5.000000,0.000000,127.537055,0.500000,0.954409,300.000000,0.050000,3.546743,1.819354,1.119989,0.103971,0.300000,0.010000,0.495047,0.390902,0.775406,50.000000
87,-31418.828171,0.107234,0.080000,0.800000,2.712444,0.950000,8.642716,20.000000,0.400000,13.959705,0.887782,100.470329,0.500000,0.500000,216.081466,0.014167,5.000000,0.100000,0.300000,0.000000,0.900000,0.200000,0.575205,0.500000,0.500000,115.003353
88,-29207.350556,0.250000,0.012702,0.800000,0.200000,0.950000,10.012820,11.492491,0.400000,5.000000,0.117924,10.000000,0.500000,1.500000,20.000000,0.036567,1.194449,1.273823,2.000000,0.117993,0.900000,0.136996,0.466505,0.393876,0.517644,50.000000
89,-13383.395020,0.063819,0.010000,0.400000,0.267653,0.950000,12.356007,12.829052,0.700000,17.128451,0.000000,10.000000,0.500000,1.500000,173.057425,0.050000,0.500000,3.000000,0.300000,0.089999,0.505701,0.200000,0.300000,0.384121,0.564596,72.205600
90,-22812.773082,0.050000,0.080000,0.469966,0.200000,0.950000,4.000000,6.000000,0.501641,5.000000,0.087414,10.000000,5.000000,1.143970,20.000000,0.002000,0.500000,0.761261,1.103753,0.009317,0.301393,0.172980,0.300000,0.302131,0.500000,500.000000
91,-13296.670572,0.173641,0.080000,0.400000,0.200000,0.950000,13.016213,6.000000,0.400000,5.000000,0.639693,87.191038,5.000000,0.500000,164.147373,0.050000,0.500000,1.930483,1.288672,0.000000,0.300000,0.129494,0.300000,0.500000,0.850000,187.066432
92,-22991.163221,0.050000,0.080000,0.400000,2.783877,0.950000,17.214340,6.357335,0.700000,30.000000,1.000000,600.000000,3.586817,0.500000,20.000000,0.050000,0.500000,3.000000,0.522918,0.161730,0.896682,0.200000,0.300000,0.150000,0.630666,50.000000
93,-17964.326031,0.133499,0.080000,0.400000,0.200000,0.714173,4.000000,6.000000,0.567392,30.000000,0.000000,10.000000,1.878064,0.500000,20.000000,0.002000,0.500000,1.404406,0.481638,0.300000,0.300000,0.017868,0.439421,0.500000,0.850000,50.000000
94,-22964.207445,0.158001,0.011714,0.800000,0.463452,0.950000,4.000000,6.000000,0.700000,30.000000,1.000000,10.000000,5.000000,1.500000,108.290512,0.002000,5.000000,0.100000,0.300000,0.300000,0.300358,0.010000,0.800000,0.500000,0.528604,50.000000
95,-25433.825641,0.112124,0.080000,0.613931,0.200000,0.950000,15.336585,6.000000,0.634268,5.000000,1.000000,574.490690,5.000000,1.500000,20.000000,0.032488,5.000000,0.100000,2.000000,0.000000,0.467584,0.010000,0.511235,0.410480,0.551034,243.951574
96,-26072.287042,0.050000,0.080000,0.400000,0.200000,0.808586,20.000000,20.000000,0.700000,30.000000,0.654372,378.693848,5.000000,0.500000,300.000000,0.002000,2.427531,0.100000,0.300000,0.000000,0.900000,0.081134,0.300000,0.500000,0.500000,500.000000
97,-20621.478778,0.250000,0.080000,0.571794,2.821866,0.537283,17.231126,6.000000,0.676853,30.000000,0.120766,600.000000,3.701378,0.500000,89.070453,0.034441,5.000000,3.000000,0.300000,0.000000,0.533114,0.200000,0.300000,0.500000,0.776642,335.687404
98,-36106.826656,0.250000,0.071741,0.639089,0.200000,0.950000,4.000000,15.509944,0.700000,5.000000,0.700974,10.000000,3.441493,0.500000,255.865091,0.002000,5.000000,0.100000,0.300000,0.300000,0.300000,0.200000,0.300000,0.150000,0.850000,50.000000
99,-26425.865103,0.088607,0.080000,0.400000,0.200000,0.950000,12.487365,20.000000,0.700000,30.000000,0.978187,10.000000,5.000000,1.091454,20.000000,0.050000,2.454378,0.100000,0.300000,0.000000,0.300000,0.200000,0.300000,0.500000,0.500000,50.000000
100,-28592.856891,0.250000,0.080000,0.800000,0.200000,0.935747,10.310003,20.000000,0.690939,8.282976,0.658665,10.000000,0.500000,1.500000,20.000000,0.050000,4.137051,0.100000,0.300000,0.218136,0.679925,0.087105,0.362311,0.150000,0.500000,50.000000
101,-32689.149074,0.050000,0.080000,0.800000,3.000000,0.950000,20.000000,17.148165,0.400000,30.000000,1.000000,10.000000,0.500000,1.303502,20.000000,0.002000,5.000000,3.000000,0.300000,0.000000,0.734766,0.024560,0.300000,0.406971,0.850000,154.567178
