eval,fitness,prey_move_cost,pred_move_cost,pred_bite_reward,pred_digest_time,pred_repro_thresh,prey_cooldown,pred_cooldown,parent_energy_split,spawn_offset,heading_jitter,pred_density_k,newborn_hunt_cooldown,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,detritus_fraction,carcass_fraction,detritus_decay_rate,detritus_decay_eff,grazing_diet_cap,hunting_diet_floor,prey_density_k
102,-36895.036665,0.050000,0.080000,0.800000,0.760528,0.950000,4.000000,13.562140,0.400000,30.000000,0.016693,600.000000,5.000000,1.500000,300.000000,0.002000,2.846746,3.000000,2.000000,0.000000,0.805262,0.010000,0.800000,0.150000,0.834372,400.127737
103,-39863.121842,0.050000,0.010000,0.800000,3.000000,0.950000,13.670275,17.515249,0.401958,30.000000,0.000000,600.000000,5.000000,1.500000,300.000000,0.043826,0.500000,0.147658,2.000000,0.000000,0.900000,0.170308,0.384228,0.500000,0.850000,500.000000
104,-24580.573545,0.121652,0.010000,0.800000,2.130625,0.950000,10.037308,6.000000,0.700000,21.295084,1.000000,600.000000,5.000000,1.500000,205.925541,0.025126,0.500000,2.228851,1.419767,0.000000,0.300000,0.010000,0.300000,0.150000,0.500000,50.000000
105,-40956.524337,0.050000,0.072523,0.400000,0.743965,0.950000,4.239905,13.172079,0.400000,30.000000,0.795111,10.000000,3.873887,1.500000,180.745023,0.002000,5.000000,3.000000,2.000000,0.000000,0.598201,0.010000,0.300000,0.500000,0.850000,50.000000
106,-17860.669271,0.050000,0.010000,0.400000,2.966095,0.950000,4.000000,6.000000,0.700000,19.841916,0.000000,600.000000,2.330330,1.500000,20.000000,0.050000,0.500000,0.100000,0.300000,0.000000,0.763083,0.176743,0.800000,0.273771,0.500000,451.742949
107,-29828.788912,0.050000,0.080000,0.800000,0.200000,0.950000,9.753924,6.000000,0.400000,30.000000,0.000000,195.163073,5.000000,1.500000,300.000000,0.050000,4.224826,0.100000,2.000000,0.000000,0.900000,0.010000,0.800000,0.500000,0.564149,50.000000
108,-32324.368686,0.250000,0.010000,0.800000,0.200000,0.950000,10.964617,11.462975,0.601768,28.581755,0.000000,600.000000,0.500000,1.456666,179.582273,0.004228,1.509148,3.000000,1.529939,0.075415,0.458980,0.010000,0.366678,0.500000,0.730269,500.000000
109,-27328.723599,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.536691,30.000000,0.397747,423.771292,5.000000,1.500000,297.064318,0.002000,5.000000,0.100000,2.000000,0.000000,0.300000,0.010000,0.326315,0.500000,0.850000,500.000000
110,-33855.016833,0.050000,0.010000,0.400000,0.331148,0.950000,4.462879,6.000000,0.598332,30.000000,0.000000,600.000000,5.000000,0.710278,300.000000,0.002000,2.822710,1.293443,2.000000,0.000000,0.751117,0.010000,0.628539,0.500000,0.831636,429.097902
111,-23507.231930,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,425.459010,1.722418,1.500000,20.000000,0.003450,5.000000,0.100000,2.000000,0.000000,0.527070,0.075489,0.300000,0.283232,0.645673,500.000000
112,-40340.345256,0.050000,0.010000,0.400000,3.000000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,327.403943,0.500000,1.500000,129.417860,0.050000,5.000000,2.153182,2.000000,0.000976,0.542580,0.010000,0.770418,0.500000,0.585719,445.363956
113,-37157.356854,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.853377,0.400000,30.000000,0.000000,600.000000,0.500000,1.500000,228.221304,0.018296,5.000000,0.659124,2.000000,0.000000,0.381231,0.194525,0.800000,0.250641,0.850000,50.000000
114,-27067.791221,0.061676,0.080000,0.800000,2.051738,0.950000,20.000000,6.309005,0.484880,22.393960,1.000000,600.000000,4.400728,1.081106,300.000000,0.018955,3.448931,0.100000,2.000000,0.128754,0.464353,0.158371,0.300000,0.150000,0.850000,50.000000
115,-30974.993816,0.050000,0.079972,0.800000,3.000000,0.950000,12.944064,6.000000,0.585107,30.000000,0.000000,320.186316,0.500000,1.155074,300.000000,0.029058,5.000000,0.100000,2.000000,0.000000,0.630954,0.010000,0.373905,0.500000,0.850000,500.000000
116,-26589.396351,0.250000,0.010000,0.400000,0.849261,0.950000,4.000000,6.000000,0.400000,16.215822,0.000000,500.385255,5.000000,0.811738,77.903018,0.050000,0.500000,3.000000,2.000000,0.000000,0.900000,0.010000,0.300000,0.150000,0.850000,500.000000
117,-38554.998628,0.050000,0.014077,0.800000,3.000000,0.950000,13.537614,6.000000,0.400000,30.000000,0.000000,600.000000,0.907585,1.500000,300.000000,0.050000,2.494360,3.000000,2.000000,0.000000,0.900000,0.080304,0.800000,0.390747,0.581780,500.000000
118,-31273.127688,0.074560,0.080000,0.400000,0.200000,0.950000,14.917967,7.803864,0.400000,30.000000,0.000000,340.291269,5.000000,1.500000,144.396083,0.011145,5.000000,0.100000,2.000000,0.000000,0.728823,0.010000,0.654850,0.423956,0.810930,500.000000
119,-30212.340510,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.400000,27.386390,0.298128,600.000000,2.247342,1.500000,300.000000,0.012457,0.815127,0.100000,2.000000,0.000000,0.300000,0.010000,0.380264,0.153129,0.850000,500.000000
120,-45056.310814,0.050000,0.059413,0.465487,1.998582,0.950000,4.000000,16.053234,0.400000,30.000000,0.491232,309.167297,2.416162,0.942374,116.835431,0.050000,5.000000,2.751920,2.000000,0.000000,0.900000,0.010000,0.800000,0.500000,0.850000,50.000000
121,-30129.282412,0.050000,0.076522,0.689989,0.577952,0.950000,6.289866,6.000000,0.542932,12.200594,0.000000,600.000000,5.000000,0.621065,300.000000,0.050000,5.000000,0.554346,1.988633,0.000000,0.854864,0.010000,0.800000,0.500000,0.712171,50.000000
122,-36734.497377,0.050000,0.080000,0.452996,0.373855,0.900846,6.978644,19.307341,0.487338,24.762252,1.000000,10.000000,4.454046,0.816542,300.000000,0.030752,5.000000,1.917423,1.608179,0.300000,0.900000,0.010000,0.422225,0.150000,0.775570,50.000000
123,-30094.183229,0.205070,0.053194,0.400000,0.200000,0.950000,20.000000,6.000000,0.405744,30.000000,0.000000,600.000000,3.294477,1.500000,240.581621,0.002000,5.000000,0.100000,2.000000,0.000000,0.300000,0.010000,0.300000,0.150000,0.850000,401.465787
124,-29788.069544,0.137137,0.080000,0.400000,1.198645,0.950000,15.597713,16.265780,0.512822,30.000000,0.000000,600.000000,0.500000,1.500000,300.000000,0.050000,5.000000,0.100000,2.000000,0.000000,0.736868,0.010000,0.300000,0.500000,0.850000,241.225190
125,-46957.648245,0.050000,0.080000,0.800000,3.000000,0.950000,20.000000,20.000000,0.448634,30.000000,0.000000,576.274987,0.500000,1.500000,300.000000,0.002000,0.704134,0.593213,2.000000,0.000000,0.655355,0.134507,0.545421,0.500000,0.850000,500.000000
126,-38427.060821,0.050000,0.060150,0.400000,0.898613,0.950000,8.658082,9.573232,0.400000,30.000000,0.000000,16.443286,5.000000,1.500000,300.000000,0.025040,5.000000,3.000000,2.000000,0.000000,0.900000,0.010000,0.345134,0.500000,0.824781,50.000000
127,-42742.415651,0.090990,0.010000,0.800000,3.000000,0.950000,20.000000,20.000000,0.400000,30.000000,0.000000,353.728944,3.099631,1.500000,300.000000,0.050000,2.882682,0.961589,2.000000,0.000000,0.603570,0.010000,0.800000,0.330464,0.850000,500.000000
128,-39329.040021,0.117431,0.033516,0.800000,2.362828,0.950000,4.000000,17.397481,0.400000,30.000000,0.000000,156.632819,5.000000,0.684150,252.579189,0.002000,2.766662,3.000000,2.000000,0.000000,0.300000,0.010000,0.480955,0.371646,0.850000,50.000000
129,-41035.752073,0.050000,0.067566,0.400000,1.740343,0.950000,4.000000,20.000000,0.700000,30.000000,0.000000,10.000000,3.927183,0.916210,141.817729,0.002000,5.000000,1.221675,2.000000,0.000000,0.300000,0.017539,0.800000,0.500000,0.850000,50.000000
130,-34393.536882,0.129144,0.055808,0.800000,0.200000,0.950000,4.000000,20.000000,0.400000,25.257549,0.447444,600.000000,0.500000,1.500000,300.000000,0.035852,5.000000,0.100000,2.000000,0.262612,0.900000,0.133884,0.800000,0.462703,0.850000,104.727128
131,-18035.374146,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,13.740126,0.400000,5.000000,0.333472,355.675348,0.957195,0.966312,300.000000,0.002000,5.000000,0.100000,2.000000,0.000000,0.358706,0.010000,0.800000,0.150000,0.850000,500.000000
132,-45638.458431,0.108264,0.080000,0.800000,0.200000,0.950000,4.000000,19.538811,0.700000,30.000000,1.000000,10.390168,1.611791,0.500000,300.000000,0.037836,2.074785,1.850805,2.000000,0.000000,0.300000,0.010000,0.800000,0.500000,0.850000,209.402540
133,-41898.198303,0.050000,0.068289,0.700414,3.000000,0.950000,4.000000,6.000000,0.404761,30.000000,0.000000,486.427599,5.000000,1.500000,145.090759,0.050000,5.000000,3.000000,2.000000,0.000000,0.501141,0.010000,0.300000,0.269033,0.850000,157.227657
134,-19542.487686,0.172916,0.031050,0.537478,3.000000,0.950000,12.228926,6.000000,0.432544,22.255472,0.578599,396.132240,0.500000,1.104730,300.000000,0.002000,0.500000,3.000000,2.000000,0.000000,0.300000,0.039165,0.300000,0.150000,0.850000,500.000000
135,-19283.290484,0.050000,0.080000,0.800000,1.873997,0.950000,20.000000,12.195521,0.400000,30.000000,0.000000,304.797277,0.500000,0.500000,300.000000,0.002000,0.500000,3.000000,2.000000,0.175754,0.677624,0.072128,0.800000,0.500000,0.850000,500.000000
136,-32730.447954,0.069839,0.010000,0.677183,3.000000,0.950000,4.000000,20.000000,0.400000,30.000000,0.759439,10.000000,0.500000,0.722144,131.671581,0.002000,1.379923,3.000000,2.000000,0.000000,0.900000,0.010000,0.577278,0.150000,0.850000,50.000000
137,-38681.925805,0.126067,0.013771,0.400000,3.000000,0.950000,4.000000,20.000000,0.400000,30.000000,0.000000,205.712333,5.000000,0.830987,54.786678,0.050000,2.693399,0.763664,2.000000,0.000000,0.300000,0.010000,0.300000,0.150000,0.850000,50.000000
138,-32036.943622,0.250000,0.010000,0.800000,1.632157,0.950000,15.397741,10.476220,0.400000,30.000000,0.477470,50.987130,4.250510,1.500000,300.000000,0.005118,4.487651,1.159215,2.000000,0.105983,0.829630,0.081382,0.387659,0.292762,0.850000,500.000000
139,-42691.536072,0.250000,0.010000,0.800000,0.200000,0.950000,4.000000,13.933424,0.700000,30.000000,0.445659,600.000000,5.000000,1.500000,300.000000,0.050000,2.670788,3.000000,2.000000,0.000057,0.449571,0.121343,0.300000,0.500000,0.652391,500.000000
140,-42703.284897,0.050000,0.010000,0.400000,0.200000,0.950000,4.000000,20.000000,0.400000,30.000000,0.000000,10.000000,5.000000,0.500000,300.000000,0.002000,2.139187,0.682552,2.000000,0.000000,0.437210,0.010000,0.300000,0.500000,0.850000,50.000000
141,-24108.017989,0.170470,0.054735,0.569997,0.200000,0.657489,8.840304,6.000000,0.700000,27.725255,0.540509,600.000000,0.500000,0.506945,300.000000,0.050000,5.000000,0.100000,0.930856,0.000000,0.900000,0.099223,0.800000,0.500000,0.500000,247.395864
142,-37475.208184,0.132401,0.080000,0.800000,1.506837,0.950000,4.000000,20.000000,0.400000,30.000000,1.000000,136.715140,0.500000,1.500000,300.000000,0.020927,2.107396,3.000000,2.000000,0.197638,0.900000,0.069224,0.549902,0.371205,0.850000,500.000000
143,-36140.086225,0.050000,0.080000,0.400000,0.200000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,10.000000,2.486935,1.500000,235.650223,0.014930,5.000000,2.008134,2.000000,0.000000,0.500765,0.010000,0.300000,0.500000,0.850000,66.449920
144,-37505.140887,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,20.000000,0.400000,30.000000,0.437999,10.000000,5.000000,1.500000,300.000000,0.025916,4.116850,2.640132,2.000000,0.000000,0.300000,0.132494,0.800000,0.500000,0.537126,50.000000
145,-50242.842120,0.250000,0.057095,0.455018,3.000000,0.950000,11.268867,6.000000,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.050000,5.000000,3.000000,2.000000,0.000000,0.900000,0.010000,0.599485,0.364650,0.850000,500.000000
146,-48133.692009,0.167695,0.010412,0.800000,0.882776,0.950000,4.000000,6.000000,0.400000,30.000000,1.000000,10.000000,5.000000,1.500000,300.000000,0.041073,4.194708,1.884026,2.000000,0.000000,0.900000,0.035062,0.800000,0.211456,0.850000,500.000000
147,-43711.232787,0.050000,0.080000,0.654986,2.704132,0.950000,4.000000,20.000000,0.700000,30.000000,0.029863,560.721623,5.000000,1.500000,300.000000,0.002000,5.000000,3.000000,2.000000,0.000000,0.300000,0.200000,0.677384,0.500000,0.850000,466.157316
148,-34986.093968,0.050000,0.075631,0.400000,1.608585,0.852487,4.000000,12.768104,0.400000,30.000000,0.741179,422.188670,5.000000,1.404067,300.000000,0.049790,1.926747,3.000000,2.000000,0.000000,0.900000,0.010000,0.323211,0.150000,0.850000,246.545941
149,-38756.384078,0.050000,0.010000,0.800000,2.393986,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,397.330373,2.149743,1.500000,237.704908,0.045004,2.911168,3.000000,2.000000,0.000000,0.300000,0.113414,0.300000,0.500000,0.801796,148.588588
150,-17354.978523,0.050000,0.080000,0.400000,0.200000,0.500000,20.000000,6.000000,0.554949,30.000000,0.000000,10.000000,5.000000,1.500000,161.533326,0.002000,5.000000,0.100000,1.536100,0.000000,0.307766,0.098922,0.339753,0.500000,0.850000,160.539791
151,-45189.203356,0.050000,0.080000,0.664981,3.000000,0.950000,6.798164,6.000000,0.400000,30.000000,0.452168,426.302453,5.000000,1.500000,300.000000,0.029788,5.000000,3.000000,2.000000,0.000000,0.460511,0.169064,0.482318,0.500000,0.850000,50.000000
152,-38308.932299,0.050000,0.010000,0.400000,2.170698,0.950000,4.000000,6.000000,0.488331,30.000000,0.000000,10.000000,5.000000,1.260034,300.000000,0.050000,4.441673,0.192647,2.000000,0.000000,0.300000,0.010000,0.745526,0.205312,0.850000,185.658953
153,-46072.030226,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.700000,30.000000,0.000000,600.000000,5.000000,1.500000,180.513791,0.050000,5.000000,3.000000,2.000000,0.000000,0.900000,0.010000,0.474368,0.500000,0.505423,500.000000
154,-24140.292614,0.050000,0.010000,0.800000,2.653573,0.950000,4.000000,6.000000,0.700000,27.305574,0.024196,238.310926,5.000000,0.500000,300.000000,0.050000,0.500000,2.260507,2.000000,0.000000,0.761938,0.143535,0.300000,0.256567,0.642325,500.000000
155,-44317.180033,0.250000,0.010000,0.800000,2.558269,0.950000,4.000000,6.000000,0.494547,30.000000,0.346285,10.000000,5.000000,1.105021,300.000000,0.002000,5.000000,3.000000,1.658774,0.000000,0.502459,0.200000,0.800000,0.187160,0.569708,500.000000
156,-46093.332762,0.050000,0.080000,0.800000,3.000000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,62.310118,0.016850,3.796779,3.000000,2.000000,0.000000,0.300000,0.010000,0.300000,0.500000,0.850000,50.000000
157,-42113.494016,0.179789,0.033564,0.400000,0.200000,0.950000,11.446771,6.000000,0.514501,30.000000,0.000000,10.000000,0.500000,1.148844,196.088003,0.002000,2.839965,0.100000,2.000000,0.000000,0.900000,0.057446,0.300000,0.341702,0.850000,50.000000
158,-46154.343006,0.050000,0.014651,0.400000,3.000000,0.950000,4.000000,10.324128,0.400000,30.000000,0.000000,600.000000,5.000000,1.500000,300.000000,0.017159,3.908846,3.000000,2.000000,0.000000,0.300000,0.010000,0.655074,0.150000,0.850000,500.000000
159,-24530.985258,0.050000,0.065081,0.800000,2.303854,0.950000,4.000000,6.000000,0.400000,30.000000,0.151704,10.000000,0.500000,1.500000,300.000000,0.050000,0.500000,2.007163,1.018466,0.273790,0.900000,0.010000,0.623618,0.500000,0.850000,258.503023
160,-22846.277642,0.050000,0.010000,0.400000,0.949703,0.950000,20.000000,6.000000,0.400000,30.000000,0.000000,339.650938,0.500000,1.500000,300.000000,0.002000,0.500000,2.000396,2.000000,0.000000,0.300000,0.092367,0.596775,0.340490,0.682110,437.445249
161,-22319.374208,0.176470,0.054295,0.800000,3.000000,0.950000,4.000000,6.000000,0.700000,30.000000,0.000000,10.000000,0.500000,0.965220,300.000000,0.002000,0.500000,2.639207,2.000000,0.300000,0.900000,0.010000,0.800000,0.500000,0.850000,500.000000
162,-30581.202612,0.250000,0.010000,0.779414,0.200000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,600.000000,5.000000,0.500000,300.000000,0.002000,5.000000,0.154092,2.000000,0.065212,0.300000,0.012474,0.800000,0.500000,0.850000,170.759933
163,-38676.665732,0.050000,0.079737,0.503822,0.200000,0.950000,4.000000,6.000000,0.521694,30.000000,0.000000,10.000000,0.500000,1.500000,20.000000,0.050000,5.000000,3.000000,2.000000,0.000000,0.300000,0.200000,0.800000,0.500000,0.850000,500.000000
164,-38013.401438,0.050000,0.076340,0.400000,0.200000,0.950000,7.889418,6.000000,0.400000,22.350856,0.000000,167.438573,4.918774,1.500000,134.933369,0.050000,5.000000,3.000000,2.000000,0.000000,0.300000,0.010000,0.715176,0.150000,0.509673,500.000000
165,-43408.388242,0.050000,0.080000,0.774453,3.000000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,600.000000,5.000000,1.500000,300.000000,0.035714,5.000000,2.814618,2.000000,0.000000,0.300000,0.200000,0.300000,0.500000,0.850000,500.000000
166,-39955.515089,0.050000,0.080000,0.800000,1.359058,0.950000,7.538287,9.554828,0.400000,30.000000,0.000000,600.000000,2.014399,0.860274,270.867972,0.002000,5.000000,3.000000,2.000000,0.206113,0.300000,0.010000,0.300000,0.319852,0.850000,476.084677
167,-35528.908579,0.250000,0.080000,0.800000,1.905458,0.950000,4.000000,6.000000,0.700000,30.000000,0.000000,337.670894,0.500000,1.500000,300.000000,0.050000,4.966560,0.100000,2.000000,0.000000,0.300000,0.141535,0.300000,0.500000,0.683540,500.000000
168,-28524.562680,0.205622,0.056552,0.800000,1.066388,0.816688,7.557577,13.131076,0.485228,16.080333,0.000000,10.000000,0.500000,1.500000,300.000000,0.002000,5.000000,2.398782,2.000000,0.000000,0.900000,0.089954,0.300000,0.150000,0.785238,50.000000
169,-33492.231210,0.050000,0.060320,0.800000,3.000000,0.950000,4.000000,6.000000,0.400000,11.697082,0.987530,600.000000,4.000422,0.500000,300.000000,0.050000,2.391330,3.000000,2.000000,0.000000,0.826833,0.010000,0.800000,0.150000,0.850000,500.000000
170,-40918.819831,0.050000,0.080000,0.571987,3.000000,0.950000,12.891159,6.000000,0.700000,30.000000,0.000000,10.000000,4.188409,1.500000,102.555492,0.031535,5.000000,3.000000,2.000000,0.000000,0.300000,0.010000,0.300000,0.417555,0.850000,50.000000
171,-40870.836960,0.050000,0.010000,0.800000,3.000000,0.950000,14.154148,6.000000,0.400000,30.000000,0.977432,10.000000,0.500000,1.500000,300.000000,0.050000,2.082255,1.444499,2.000000,0.000000,0.900000,0.010000,0.800000,0.150000,0.847783,500.000000
172,-40585.923215,0.250000,0.038841,0.800000,0.200000,0.947568,15.676778,6.000000,0.700000,30.000000,1.000000,240.865839,0.500000,0.913997,300.000000,0.021420,5.000000,3.000000,2.000000,0.174137,0.900000,0.200000,0.800000,0.384492,0.850000,500.000000
173,-45401.990001,0.050000,0.010000,0.685030,3.000000,0.950000,18.777239,6.314835,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.050000,5.000000,3.000000,2.000000,0.300000,0.528256,0.186349,0.564820,0.500000,0.850000,500.000000
174,-41992.496707,0.050000,0.010000,0.800000,3.000000,0.950000,4.000000,6.000000,0.443044,30.000000,0.344869,600.000000,5.000000,1.500000,300.000000,0.050000,1.951410,1.081920,2.000000,0.000000,0.900000,0.010000,0.800000,0.500000,0.850000,500.000000
175,-28610.220134,0.069513,0.066379,0.800000,1.022269,0.500000,19.710382,6.000000,0.570998,30.000000,0.000000,10.000000,5.000000,0.500000,300.000000,0.017684,4.011248,0.100000,2.000000,0.000000,0.900000,0.010000,0.533674,0.500000,0.850000,146.492359
176,-21382.275084,0.127479,0.080000,0.800000,3.000000,0.950000,8.814012,6.000000,0.700000,30.000000,0.000000,10.000000,5.000000,1.133198,257.566395,0.048523,0.500000,3.000000,0.740910,0.300000,0.315724,0.200000,0.300000,0.496494,0.850000,500.000000
177,-39535.433532,0.050000,0.080000,0.400000,2.126528,0.950000,14.617905,6.000000,0.400000,30.000000,0.327501,38.675972,0.807093,1.500000,171.298834,0.043679,5.000000,2.896103,1.842463,0.000000,0.300000,0.071179,0.800000,0.223050,0.850000,50.000000
178,-20737.161351,0.050000,0.080000,0.442363,0.200000,0.950000,4.000000,17.686903,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.050000,0.500000,3.000000,1.343185,0.000000,0.300000,0.200000,0.415178,0.500000,0.500000,251.080166
179,-42263.955894,0.050000,0.061196,0.699180,3.000000,0.950000,5.623120,15.073105,0.700000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.050000,2.626102,3.000000,2.000000,0.000000,0.546023,0.120989,0.422184,0.500000,0.610628,500.000000
180,-29290.434567,0.050000,0.026879,0.800000,3.000000,0.950000,5.787279,6.000000,0.406983,30.000000,0.374410,600.000000,5.000000,1.500000,23.615626,0.030453,5.000000,0.195053,2.000000,0.000000,0.601018,0.200000,0.676276,0.478033,0.779988,500.000000
181,-38895.272181,0.050000,0.080000,0.782004,1.359127,0.950000,4.947033,6.000000,0.623647,30.000000,0.337026,100.140922,5.000000,1.500000,20.000000,0.006505,5.000000,3.000000,2.000000,0.000000,0.540742,0.010000,0.719120,0.500000,0.850000,500.000000
182,-27265.271671,0.050000,0.017943,0.800000,0.374672,0.950000,4.000000,14.171892,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.002000,5.000000,0.100000,2.000000,0.000000,0.318321,0.189771,0.800000,0.500000,0.850000,500.000000
183,-43659.143763,0.243523,0.039260,0.800000,2.802788,0.950000,18.631537,6.000000,0.525447,29.351897,0.000000,57.475534,2.588766,1.500000,300.000000,0.050000,5.000000,3.000000,2.000000,0.000000,0.900000,0.010000,0.800000,0.150000,0.850000,500.000000
184,-25363.400456,0.204970,0.080000,0.400000,3.000000,0.644266,13.324349,6.000000,0.447979,30.000000,1.000000,419.402890,1.166745,1.500000,300.000000,0.032560,0.500000,0.366141,1.389339,0.000000,0.300000,0.151906,0.507624,0.150000,0.850000,330.909773
185,-37393.851849,0.250000,0.010000,0.800000,3.000000,0.950000,20.000000,6.000000,0.400000,30.000000,0.000000,403.276426,5.000000,1.500000,300.000000,0.050000,5.000000,0.497391,2.000000,0.000000,0.900000,0.023177,0.723556,0.500000,0.850000,500.000000
186,-25252.495909,0.183821,0.080000,0.800000,3.000000,0.753362,20.000000,6.000000,0.565234,23.130797,0.000000,10.000000,0.747053,1.488643,300.000000,0.002000,3.833035,0.816275,1.744101,0.000000,0.900000,0.010000,0.528089,0.500000,0.850000,500.000000
187,-22979.376853,0.050000,0.035283,0.800000,3.000000,0.950000,4.000000,8.016764,0.502979,30.000000,0.429042,10.223184,5.000000,1.500000,20.000000,0.050000,2.740048,0.100000,2.000000,0.000000,0.485450,0.155040,0.300000,0.488198,0.500000,500.000000
188,-39107.738755,0.250000,0.057311,0.800000,0.200000,0.950000,20.000000,6.000000,0.400000,30.000000,0.000000,259.418771,5.000000,1.500000,300.000000,0.050000,5.000000,2.712790,2.000000,0.000000,0.516436,0.200000,0.324617,0.191777,0.850000,500.000000
189,-28069.207026,0.050000,0.080000,0.760664,0.200000,0.950000,20.000000,6.852145,0.400000,30.000000,0.000000,497.855589,5.000000,1.500000,178.808887,0.002000,5.000000,0.100000,2.000000,0.000000,0.900000,0.200000,0.800000,0.500000,0.850000,50.000000
190,-46301.463643,0.250000,0.010000,0.800000,3.000000,0.950000,4.000000,6.567632,0.500219,30.000000,0.625740,10.000000,0.500000,1.500000,300.000000,0.038848,5.000000,1.708490,2.000000,0.087190,0.900000,0.010000,0.300000,0.500000,0.850000,500.000000
191,-39307.941796,0.050000,0.080000,0.800000,0.865048,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,10.000000,0.500000,1.500000,300.000000,0.050000,5.000000,3.000000,2.000000,0.000000,0.699940,0.010000,0.630495,0.500000,0.850000,50.000000
192,-20306.072062,0.050000,0.059123,0.800000,3.000000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,194.619356,0.500000,1.500000,300.000000,0.050000,0.500000,3.000000,2.000000,0.148377,0.900000,0.200000,0.782167,0.353376,0.741092,500.000000
193,-38592.678910,0.136674,0.010000,0.477471,3.000000,0.950000,13.309122,20.000000,0.550412,30.000000,0.000000,69.033543,5.000000,1.500000,300.000000,0.050000,2.604670,1.056351,2.000000,0.000000,0.772227,0.195175,0.800000,0.150000,0.500000,50.000000
194,-42698.569930,0.050000,0.075771,0.503167,3.000000,0.950000,4.000000,10.822503,0.700000,30.000000,0.060344,600.000000,5.000000,1.267175,300.000000,0.050000,5.000000,3.000000,2.000000,0.000000,0.377026,0.095777,0.300000,0.150000,0.850000,422.977501
195,-45353.344187,0.050000,0.080000,0.466390,3.000000,0.950000,20.000000,20.000000,0.516163,30.000000,0.000000,10.000000,2.356508,1.215533,234.655363,0.032038,1.217353,1.237567,2.000000,0.000000,0.359336,0.086334,0.300000,0.500000,0.500000,394.035074
196,-22919.144483,0.050000,0.060065,0.513436,0.200000,0.950000,4.000000,6.000000,0.700000,30.000000,0.000000,242.587189,5.000000,1.500000,121.379720,0.002000,0.500000,3.000000,2.000000,0.000000,0.300000,0.037632,0.590792,0.500000,0.850000,50.000000
197,-36914.514502,0.140714,0.010000,0.800000,0.482807,0.950000,20.000000,6.000000,0.400000,30.000000,0.148251,600.000000,5.000000,1.500000,20.000000,0.002000,5.000000,3.000000,2.000000,0.000000,0.300000,0.200000,0.800000,0.500000,0.850000,50.000000
198,-20675.296103,0.229029,0.017064,0.800000,3.000000,0.793381,4.000000,20.000000,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,300.000000,0.050000,0.500000,3.000000,2.000000,0.000000,0.900000,0.010000,0.800000,0.494605,0.850000,452.628606
199,-34307.275241,0.205788,0.080000,0.800000,2.610592,0.877395,7.599883,6.000000,0.552404,30.000000,1.000000,600.000000,4.797428,1.491844,300.000000,0.002731,0.500000,0.100000,1.209908,0.000000,0.300000,0.164126,0.800000,0.156703,0.850000,339.416631
200,-29082.676388,0.050000,0.010000,0.400000,3.000000,0.950000,4.000000,19.646319,0.400000,5.000000,1.000000,286.495750,3.978454,1.500000,282.296572,0.047496,5.000000,3.000000,2.000000,0.096814,0.300000,0.026208,0.800000,0.500000,0.821010,500.000000
