eval,fitness,prey_move_cost,pred_move_cost,pred_bite_reward,pred_digest_time,pred_repro_thresh,prey_cooldown,pred_cooldown,parent_energy_split,spawn_offset,heading_jitter,pred_density_k,newborn_hunt_cooldown,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,detritus_fraction,carcass_fraction,detritus_decay_rate,detritus_decay_eff,grazing_diet_cap,hunting_diet_floor,prey_density_k
24,-26994.159699,0.130950,0.010000,0.400000,0.200000,0.950000,14.854231,6.000000,0.444643,23.787921,1.000000,10.000000,5.000000,0.914143,20.000000,0.031125,5.000000,3.000000,0.300000,0.300000,0.735278,0.161903,0.427347,0.500000,0.816845,225.366976
25,-49685.765563,0.050000,0.059825,0.400000,0.200000,0.950000,10.034014,6.000000,0.400000,30.000000,0.000000,10.000000,5.000000,1.500000,79.521324,0.015175,5.000000,1.364401,1.922681,0.000000,0.404298,0.132017,0.300000,0.500000,0.500000,50.000000
26,-27530.877662,0.250000,0.010000,0.400000,0.200000,0.950000,4.000000,9.868315,0.560383,15.808563,1.000000,180.469129,0.500000,1.500000,300.000000,0.023263,0.500000,0.100000,0.300000,0.096607,0.900000,0.010000,0.800000,0.398799,0.500000,500.000000
27,-27788.395441,0.050000,0.010000,0.400000,0.200000,0.950000,4.000000,17.465602,0.400000,11.620364,0.048030,600.000000,5.000000,1.500000,300.000000,0.011071,1.392393,3.000000,2.000000,0.299754,0.630610,0.010000,0.635329,0.500000,0.850000,50.000000
28,-15849.900810,0.250000,0.023900,0.800000,3.000000,0.500000,4.000000,6.000000,0.400000,30.000000,1.000000,124.869578,0.500000,1.500000,66.968636,0.050000,5.000000,0.100000,1.730692,0.300000,0.816071,0.200000,0.300000,0.150000,0.850000,50.503375
29,-14227.648422,0.050000,0.080000,0.627078,0.200000,0.500000,13.806725,6.000000,0.700000,5.000000,1.000000,226.293841,5.000000,0.973479,20.000000,0.050000,5.000000,3.000000,0.428993,0.268575,0.583520,0.010000,0.300000,0.244353,0.500000,454.852436
30,-32116.575142,0.050000,0.080000,0.427939,0.200000,0.950000,20.000000,20.000000,0.400000,30.000000,0.695603,10.000000,5.000000,1.500000,91.252389,0.002000,2.769751,0.100000,2.000000,0.000000,0.300000,0.200000,0.300000,0.433531,0.850000,202.573866
31,-16409.959620,0.250000,0.031168,0.400000,0.200000,0.500000,16.747972,6.000000,0.491728,30.000000,0.209853,67.503854,0.500000,0.500000,20.000000,0.009702,2.965368,2.011980,1.416331,0.213310,0.574625,0.200000,0.800000,0.500000,0.850000,500.000000
32,-16609.875354,0.050000,0.010000,0.501632,1.944444,0.500000,9.181728,13.096086,0.577280,30.000000,0.746080,116.135764,5.000000,1.084332,20.000000,0.002000,5.000000,1.261004,1.975013,0.300000,0.332850,0.010000,0.300000,0.500000,0.850000,472.852353
33,-29607.430469,0.250000,0.010000,0.781844,0.200000,0.950000,13.479322,6.000000,0.519967,5.000000,0.752749,10.000000,0.500000,0.500000,169.119700,0.048236,4.341881,3.000000,0.300000,0.300000,0.711431,0.030384,0.608035,0.314026,0.500000,461.828376
34,-18100.837906,0.250000,0.023132,0.719413,2.745304,0.753377,20.000000,6.000000,0.700000,14.718911,0.337174,10.000000,0.500000,1.021991,20.000000,0.050000,5.000000,1.402749,2.000000,0.086646,0.300000,0.010000,0.300000,0.150000,0.850000,391.572334
35,-16429.213904,0.207334,0.010917,0.400000,0.200000,0.500000,9.834358,6.000000,0.400000,5.580141,1.000000,530.817078,3.693206,0.737282,20.000000,0.002000,3.912347,3.000000,0.348239,0.000000,0.900000,0.165700,0.800000,0.189668,0.585955,50.000000
36,-17366.442410,0.050000,0.010000,0.400000,0.200000,0.869189,4.000000,7.697195,0.498485,5.000000,1.000000,10.000000,3.598796,1.061042,174.054420,0.002000,0.500000,3.000000,0.300000,0.141493,0.900000,0.010000,0.300000,0.216497,0.500000,50.000000
37,-12872.622450,0.250000,0.010000,0.405701,2.221457,0.950000,20.000000,6.000000,0.405183,5.000000,1.000000,10.000000,5.000000,0.500000,26.855349,0.050000,2.669921,0.100000,0.300000,0.000000,0.619825,0.200000,0.300000,0.500000,0.752433,500.000000
38,-12841.199711,0.123870,0.054811,0.800000,2.952733,0.950000,4.000000,18.364239,0.400000,5.000000,0.190174,10.000000,5.000000,1.500000,20.000000,0.042094,5.000000,0.100000,1.013385,0.000000,0.300000,0.174296,0.800000,0.150000,0.809905,50.000000
39,-16765.028517,0.250000,0.080000,0.800000,3.000000,0.950000,20.000000,7.383661,0.478393,20.834723,0.000000,10.000000,4.755681,1.500000,20.000000,0.002000,5.000000,0.100000,0.300000,0.027633,0.826169,0.103911,0.621285,0.150000,0.850000,50.000000
40,-17673.007317,0.050000,0.010000,0.400000,1.411593,0.704189,4.000000,6.000000,0.400000,30.000000,0.000000,600.000000,5.000000,0.500000,20.000000,0.025279,0.500000,0.100000,2.000000,0.110702,0.900000,0.010000,0.800000,0.150000,0.500000,50.000000
41,-19408.403550,0.117769,0.021042,0.400000,3.000000,0.580635,20.000000,18.858942,0.605096,30.000000,1.000000,600.000000,0.500000,1.389884,194.115224,0.002000,4.415412,0.100000,0.300000,0.212758,0.342440,0.200000,0.300000,0.150000,0.850000,355.812699
42,-23998.566035,0.050000,0.080000,0.423608,0.200000,0.950000,20.000000,6.000000,0.400000,30.000000,0.000000,600.000000,3.055083,1.500000,62.896859,0.002515,5.000000,0.100000,2.000000,0.000000,0.359361,0.068373,0.300000,0.500000,0.500000,50.000000
43,-22786.998167,0.250000,0.020899,0.400000,0.200000,0.672252,19.762369,10.460930,0.650684,25.127668,0.000000,600.000000,1.796162,1.500000,300.000000,0.008210,0.500000,0.128596,2.000000,0.287833,0.900000,0.010000,0.800000,0.150000,0.803266,455.310357
44,-16978.174006,0.050000,0.021230,0.443536,1.063797,0.500000,15.825020,10.627667,0.700000,5.000000,0.000000,10.000000,0.867185,1.245041,219.239032,0.038785,0.500000,0.100000,0.776584,0.000000,0.544074,0.200000,0.800000,0.150000,0.850000,500.000000
45,-16054.532625,0.050000,0.010000,0.763813,0.200000,0.500000,20.000000,6.065959,0.400000,14.242222,0.000000,600.000000,0.500000,1.313026,31.888684,0.026066,0.500000,0.100000,0.300000,0.000000,0.900000,0.091262,0.419428,0.265338,0.500000,50.000000
46,-39283.265222,0.074680,0.029095,0.551035,0.200000,0.950000,4.000000,20.000000,0.400000,30.000000,0.446473,600.000000,0.500000,1.500000,300.000000,0.050000,5.000000,3.000000,1.676501,0.235669,0.733877,0.200000,0.380131,0.150000,0.500000,500.000000
47,-20183.848962,0.050000,0.018499,0.800000,0.329079,0.950000,4.000000,11.198805,0.400000,8.070023,0.649038,594.384659,3.544124,1.500000,257.622562,0.050000,5.000000,0.100000,1.359079,0.300000,0.611378,0.200000,0.800000,0.274106,0.679229,350.198012
48,-39244.774136,0.050000,0.080000,0.732797,3.000000,0.950000,20.000000,6.000000,0.624085,30.000000,0.000000,62.324652,5.000000,1.500000,300.000000,0.050000,1.828460,2.138147,2.000000,0.000000,0.300000,0.200000,0.300000,0.150000,0.850000,119.520287
49,-29895.719147,0.084442,0.010000,0.400000,0.859639,0.580588,4.000000,6.000000,0.405193,30.000000,0.000000,172.170594,0.673814,1.500000,20.000000,0.050000,2.921271,3.000000,2.000000,0.000000,0.382548,0.017662,0.300000,0.500000,0.705144,500.000000
50,-13645.769563,0.050000,0.080000,0.800000,3.000000,0.763743,20.000000,13.309545,0.400000,5.000000,0.000000,10.000000,5.000000,0.500000,20.000000,0.002000,2.240840,0.100000,1.746750,0.144260,0.300000,0.069151,0.800000,0.150000,0.824397,50.000000
51,-41499.054206,0.223234,0.010000,0.736789,1.332491,0.950000,20.000000,15.606747,0.400000,24.711009,1.000000,600.000000,0.500000,1.402126,123.779013,0.002000,1.862873,1.705852,2.000000,0.000000,0.300000,0.195007,0.743308,0.286257,0.774919,359.400392
52,-40192.321129,0.050000,0.010407,0.692375,0.949272,0.950000,20.000000,6.000000,0.400000,30.000000,0.166619,163.276643,1.039412,1.500000,87.819840,0.019457,4.763696,3.000000,2.000000,0.000000,0.300000,0.081857,0.300000,0.150000,0.850000,480.192742
53,-17798.131296,0.158668,0.010000,0.800000,0.727819,0.500000,4.000000,6.000000,0.400000,5.000000,0.000000,269.259128,0.500000,0.830597,113.654279,0.050000,0.500000,3.000000,2.000000,0.300000,0.300000,0.200000,0.300000,0.150000,0.850000,50.000000
54,-16669.447945,0.126802,0.010000,0.800000,2.691499,0.500000,4.000000,6.000000,0.479466,20.964244,0.000000,600.000000,5.000000,1.500000,82.500527,0.050000,3.415018,3.000000,1.853249,0.148973,0.300000,0.200000,0.800000,0.306526,0.850000,57.617123
55,-41003.122077,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.400000,24.676116,0.000000,248.582190,0.569159,1.500000,300.000000,0.019699,2.586274,1.641215,2.000000,0.000000,0.894786,0.060099,0.784788,0.150000,0.761537,500.000000
56,-38737.954839,0.181890,0.035239,0.762133,0.200000,0.950000,20.000000,14.869124,0.569878,23.389809,0.555329,114.708861,0.500000,1.500000,300.000000,0.029752,1.857773,0.821418,1.053261,0.153686,0.779587,0.010000,0.572150,0.500000,0.500000,362.690408
57,-20851.209764,0.170152,0.010000,0.769302,0.200000,0.693855,4.000000,6.000000,0.403464,30.000000,0.000000,43.270585,5.000000,0.500000,300.000000,0.050000,5.000000,0.100000,0.546407,0.000000,0.900000,0.010000,0.584393,0.237130,0.850000,50.000000
58,-17980.792306,0.050000,0.010000,0.800000,0.975965,0.876582,20.000000,9.895928,0.619496,5.000000,0.000000,10.000000,5.000000,0.500000,82.261599,0.034833,4.068792,0.100000,2.000000,0.000000,0.731747,0.010000,0.537516,0.500000,0.850000,487.166533
59,-29063.523665,0.079055,0.010000,0.800000,0.989608,0.950000,6.197421,10.620128,0.578265,28.850109,0.000000,10.000000,5.000000,0.925361,300.000000,0.002000,0.573079,0.136507,0.300000,0.000000,0.900000,0.200000,0.800000,0.150000,0.587042,82.523399
60,-45408.588871,0.050000,0.010000,0.800000,0.200000,0.950000,4.000000,6.000000,0.400000,26.480046,0.000000,600.000000,5.000000,0.500000,197.328526,0.020832,5.000000,1.733925,2.000000,0.000000,0.300000,0.200000,0.318443,0.232865,0.508389,500.000000
61,-32350.995141,0.091545,0.010000,0.400000,1.270114,0.950000,4.000000,6.000000,0.579901,30.000000,0.000000,258.615274,0.500000,0.500000,300.000000,0.050000,3.608366,0.100000,1.518974,0.000000,0.900000,0.069536,0.780413,0.159567,0.500000,500.000000
62,-33976.273593,0.050000,0.010000,0.542337,1.803484,0.950000,12.569438,6.000000,0.400000,14.030544,1.000000,600.000000,2.110114,0.737661,300.000000,0.004712,3.746702,2.098081,2.000000,0.000000,0.565321,0.010000,0.680599,0.150000,0.500000,229.134565
63,-25363.512156,0.050000,0.080000,0.628581,3.000000,0.950000,4.000000,6.000000,0.400000,16.944152,1.000000,10.000000,0.500000,0.741262,300.000000,0.050000,3.202577,0.100000,1.731775,0.000000,0.300000,0.010000,0.800000,0.500000,0.500000,500.000000
64,-40254.992429,0.144028,0.060045,0.400000,3.000000,0.838303,19.121680,8.644562,0.565018,30.000000,0.441818,347.566159,5.000000,1.065908,179.287309,0.002000,2.101569,1.312297,1.993499,0.000000,0.300000,0.045368,0.800000,0.284006,0.850000,223.225294
65,-27302.729379,0.050000,0.010000,0.400000,1.239532,0.950000,4.000000,6.000000,0.584897,13.809814,0.024756,10.000000,5.000000,1.500000,20.000000,0.019861,2.222607,2.325093,1.642294,0.051396,0.374970,0.119127,0.729198,0.150000,0.850000,500.000000
66,-37721.864278,0.250000,0.010000,0.800000,1.016233,0.950000,10.032247,6.740877,0.700000,30.000000,1.000000,10.000000,5.000000,1.500000,198.362157,0.002498,5.000000,0.457011,1.080493,0.000000,0.666859,0.046239,0.368177,0.500000,0.500000,50.000000
67,-52723.520966,0.050000,0.062673,0.800000,0.585080,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,354.106228,5.000000,1.438566,300.000000,0.050000,5.000000,1.003456,2.000000,0.000000,0.468847,0.010000,0.487160,0.500000,0.850000,500.000000
68,-30189.769135,0.250000,0.010000,0.494799,3.000000,0.950000,17.109627,20.000000,0.628433,30.000000,0.000000,361.031465,0.500000,1.500000,150.101022,0.002000,0.500000,0.100000,2.000000,0.000000,0.755217,0.038687,0.630563,0.150000,0.782786,50.000000
69,-37490.025666,0.050000,0.010000,0.461409,0.200000,0.950000,11.484960,20.000000,0.400000,30.000000,0.629914,288.848777,0.500000,0.500000,300.000000,0.050000,0.500000,0.100000,2.000000,0.000000,0.498880,0.010000,0.300000,0.500000,0.500000,500.000000
70,-30772.009401,0.050000,0.015363,0.633471,0.200000,0.950000,4.403512,7.132286,0.400000,30.000000,0.000000,65.978116,0.500000,1.500000,239.361469,0.031697,3.797780,0.100000,2.000000,0.160110,0.300000,0.200000,0.300000,0.324198,0.500000,50.000000
71,-46160.480288,0.250000,0.010000,0.433540,1.305089,0.950000,13.187079,17.348941,0.400000,30.000000,0.019126,10.454019,4.043760,0.500000,300.000000,0.002000,0.500000,0.191528,0.708214,0.051761,0.900000,0.010000,0.800000,0.150000,0.850000,50.000000
72,-30143.855553,0.250000,0.051037,0.800000,0.200000,0.950000,8.665011,15.630046,0.400000,5.000000,0.000000,600.000000,0.500000,1.015182,57.000954,0.002000,5.000000,2.686895,1.856125,0.300000,0.300000,0.200000,0.800000,0.500000,0.500000,383.933008
73,-37475.874318,0.086825,0.051488,0.800000,3.000000,0.950000,4.000000,6.000000,0.522385,25.330644,0.000000,600.000000,5.000000,0.500000,138.823475,0.027906,5.000000,0.606213,2.000000,0.033186,0.900000,0.010000,0.473300,0.408516,0.702156,50.000000
74,-40093.291714,0.250000,0.032831,0.400000,0.909155,0.950000,20.000000,13.555676,0.400000,30.000000,0.413545,333.800794,4.590611,1.281392,300.000000,0.013879,5.000000,2.940289,1.524815,0.300000,0.900000,0.010000,0.800000,0.500000,0.500000,50.000000
75,-29377.096198,0.050000,0.016508,0.400000,3.000000,0.909925,20.000000,6.000000,0.400000,5.000000,0.307035,600.000000,1.592167,1.500000,177.384332,0.002000,5.000000,1.350233,2.000000,0.300000,0.401840,0.010000,0.563575,0.150000,0.500000,500.000000
76,-30667.201357,0.050000,0.010000,0.480962,3.000000,0.950000,8.030231,18.969682,0.638589,18.002317,0.000000,242.591457,5.000000,1.500000,257.022322,0.002000,5.000000,1.123303,0.350318,0.300000,0.300000,0.010000,0.468902,0.150000,0.850000,50.000000
77,-23226.812130,0.250000,0.073315,0.800000,2.196965,0.950000,9.496788,20.000000,0.400000,30.000000,0.000000,10.000000,0.500000,1.164275,20.000000,0.002000,5.000000,1.164363,0.300000,0.050690,0.900000,0.184880,0.800000,0.500000,0.500000,50.000000
78,-17714.001213,0.050000,0.010000,0.800000,3.000000,0.500000,12.380964,6.000000,0.478564,25.858937,0.245624,600.000000,0.500000,1.500000,300.000000,0.002000,0.885338,0.100000,1.548317,0.055056,0.407861,0.200000,0.800000,0.150000,0.549447,500.000000
79,-22476.628956,0.050000,0.010000,0.800000,2.033717,0.751823,4.000000,6.000000,0.400000,5.000000,0.215142,600.000000,3.006466,1.500000,20.000000,0.002000,0.500000,3.000000,2.000000,0.194438,0.900000,0.010000,0.300000,0.150000,0.500000,482.860829
80,-20028.613121,0.050000,0.010000,0.800000,3.000000,0.500000,13.460715,6.000000,0.400000,30.000000,0.000000,600.000000,5.000000,1.500000,20.000000,0.034481,5.000000,3.000000,2.000000,0.000000,0.300000,0.073294,0.800000,0.150000,0.500000,70.191574
81,-23804.217665,0.154390,0.010000,0.559680,0.200000,0.950000,4.000000,6.000000,0.700000,30.000000,0.000000,553.287436,5.000000,1.475080,300.000000,0.002000,5.000000,0.100000,0.300000,0.148740,0.900000,0.010000,0.526717,0.500000,0.500000,228.723443
82,-39373.926477,0.219452,0.010000,0.800000,0.200000,0.950000,4.000000,7.389222,0.400000,30.000000,0.403108,559.856587,3.681615,1.500000,20.000000,0.003880,4.747196,1.831076,2.000000,0.000000,0.900000,0.200000,0.800000,0.500000,0.811932,50.000000
83,-37952.290372,0.250000,0.064139,0.800000,0.200000,0.950000,4.000000,6.000000,0.400000,30.000000,0.325686,10.000000,0.500000,1.500000,236.443059,0.050000,5.000000,3.000000,2.000000,0.000000,0.761767,0.020236,0.611025,0.214241,0.817057,500.000000
84,-43645.489467,0.050000,0.080000,0.701714,0.837728,0.950000,13.692440,19.738396,0.520835,30.000000,0.000000,311.339185,5.000000,1.500000,20.000000,0.002000,3.237194,1.660760,1.596088,0.000000,0.300000,0.197963,0.300000,0.500000,0.769837,201.742094
85,-29326.257601,0.058922,0.010514,0.699051,1.136853,0.950000,15.943181,6.000000,0.437094,25.278485,0.000000,600.000000,0.500000,0.766042,20.000000,0.002000,5.000000,0.244544,1.497834,0.000000,0.900000,0.200000,0.300000,0.150000,0.803583,500.000000
86,-38375.598578,0.187247,0.047835,0.707682,0.200000,0.950000,4.000000,14.546513,0.543772,30.000000,0.852936,600.000000,0.500000,1.268409,300.000000,0.050000,3.670031,1.559150,0.300000,0.000000,0.300000,0.010000,0.300000,0.152983,0.656137,438.896644
87,-21938.203465,0.126760,0.010000,0.800000,0.200000,0.950000,8.397719,6.000000,0.700000,5.000000,0.621067,10.000000,5.000000,0.797156,20.000000,0.002000,0.500000,2.011359,1.882360,0.000000,0.300000,0.010000,0.612035,0.150000,0.610649,261.484043
88,-28380.646538,0.151379,0.010000,0.714653,0.526064,0.950000,12.959585,6.000000,0.449493,30.000000,1.000000,600.000000,5.000000,1.419575,300.000000,0.041402,0.706051,0.100000,1.798622,0.000000,0.601517,0.010000,0.800000,0.150000,0.611145,500.000000
89,-36959.562112,0.050000,0.080000,0.400000,0.200000,0.950000,4.000000,20.000000,0.400000,18.917685,0.000000,40.230545,5.000000,0.500000,300.000000,0.002000,5.000000,2.807033,2.000000,0.000000,0.900000,0.010000,0.620792,0.150000,0.850000,500.000000
90,-28948.291869,0.050000,0.049494,0.400000,0.200000,0.950000,9.880152,9.250408,0.400000,30.000000,0.000000,470.376945,5.000000,0.763748,300.000000,0.044122,2.956836,0.100000,0.300000,0.000000,0.900000,0.010000,0.800000,0.500000,0.500000,50.000000
91,-38472.932393,0.250000,0.010000,0.800000,3.000000,0.950000,4.000000,20.000000,0.400000,30.000000,0.546723,589.672825,4.584497,1.109942,220.265645,0.002000,5.000000,0.827580,2.000000,0.000000,0.553021,0.200000,0.800000,0.285917,0.850000,500.000000
92,-41915.236866,0.093505,0.010000,0.662601,0.200000,0.950000,4.000000,6.000000,0.400000,30.000000,0.000000,521.715877,5.000000,1.500000,300.000000,0.050000,4.465307,3.000000,2.000000,0.000000,0.572774,0.010000,0.800000,0.479488,0.761220,500.000000
93,-21807.836982,0.250000,0.010000,0.400000,0.200000,0.950000,4.000000,20.000000,0.400000,12.141763,0.024654,600.000000,5.000000,0.836297,300.000000,0.050000,5.000000,0.100000,1.697354,0.000000,0.300000,0.196249,0.436672,0.409575,0.850000,500.000000
94,-40986.549927,0.050000,0.010000,0.424436,0.714601,0.950000,16.536399,6.000000,0.683793,30.000000,0.000000,10.000000,0.500000,1.500000,71.652800,0.049377,5.000000,3.000000,1.165470,0.000000,0.300000,0.010000,0.800000,0.150000,0.534169,500.000000
95,-20443.926960,0.205944,0.010000,0.800000,3.000000,0.950000,6.132208,6.520778,0.404211,30.000000,0.000000,600.000000,5.000000,1.500000,300.000000,0.050000,0.500000,3.000000,2.000000,0.000000,0.733326,0.010000,0.347980,0.205152,0.500000,50.000000
96,-19310.691311,0.050000,0.051543,0.800000,0.200000,0.950000,16.850699,6.000000,0.425761,5.000000,1.000000,231.912669,0.500000,1.281643,143.787107,0.050000,5.000000,0.100000,2.000000,0.000000,0.781666,0.166926,0.705728,0.374092,0.520769,500.000000
97,-35949.457969,0.083269,0.041118,0.705997,0.200000,0.950000,17.128943,6.000000,0.543235,30.000000,0.074557,600.000000,5.000000,0.936674,177.778832,0.002000,0.500000,0.100000,2.000000,0.000000,0.300000,0.010000,0.668686,0.171673,0.737716,500.000000
98,-29220.134237,0.063689,0.010000,0.800000,2.765997,0.950000,4.000000,9.935692,0.400000,30.000000,0.000000,600.000000,5.000000,0.500000,300.000000,0.002000,4.613735,0.100000,2.000000,0.080049,0.900000,0.178816,0.319585,0.500000,0.850000,500.000000
99,-34589.533417,0.050000,0.061682,0.693498,0.200000,0.940882,13.900219,6.000000,0.504075,30.000000,1.000000,197.325347,5.000000,0.500000,300.000000,0.002000,0.500000,0.100000,2.000000,0.000000,0.300000,0.010000,0.800000,0.350529,0.850000,164.182147
100,-29978.605199,0.161196,0.010000,0.800000,0.200000,0.950000,20.000000,6.000000,0.700000,30.000000,0.134659,10.000000,3.016124,1.500000,83.959955,0.002000,3.450560,0.100000,2.000000,0.000000,0.900000,0.010000,0.800000,0.150000,0.850000,72.910305
101,-43935.713558,0.250000,0.012261,0.400000,2.364461,0.950000,20.000000,8.403860,0.688404,30.000000,0.689618,76.669403,5.000000,0.500000,300.000000,0.002000,1.242094,0.350135,1.503364,0.000000,0.900000,0.010000,0.800000,0.376339,0.850000,500.000000
