eval,fitness,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,pred_digest_time,pred_repro_thresh,maturity_age,prey_cooldown,pred_cooldown,parent_energy_split,spawn_offset,heading_jitter,pred_density_k,newborn_hunt_cooldown,max_prey,max_pred,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity
23,-9206.372814,0.050000,0.052658,0.002000,0.080000,0.400000,0.643582,3.000000,0.950000,14.555915,4.000000,10.843978,0.567472,5.000000,1.000000,194.800176,0.500000,1393.520013,40.000000,1.500000,20.000000,0.002000,0.500000,0.100000,0.300000
24,-7256.648738,0.250000,0.020000,0.003964,0.010000,0.415634,0.949373,0.482842,0.950000,2.000000,13.699348,14.156078,0.700000,5.000000,0.000000,0.000000,2.218565,200.000000,40.000000,0.500000,300.000000,0.050000,5.000000,0.100000,1.655785
25,-5486.531551,0.190941,0.090522,0.008181,0.010000,0.793236,0.602417,2.366111,0.705556,15.000000,20.000000,11.788807,0.475136,14.517205,0.000000,0.000000,4.883446,1636.625046,40.000000,1.500000,20.000000,0.015180,5.000000,3.000000,0.300000
26,-3369.333333,0.250000,0.020000,0.018763,0.010000,0.400000,0.877159,2.708832,0.950000,15.000000,4.000000,20.000000,0.400000,5.000000,0.000000,150.751784,0.500000,818.548160,1000.000000,0.645364,20.000000,0.028102,5.000000,3.000000,0.679570
27,-4336.618940,0.250000,0.020000,0.009897,0.080000,0.518597,0.898972,0.200000,0.619046,2.000000,10.846896,20.000000,0.523628,19.339468,0.134387,142.919860,3.401751,200.000000,83.555223,1.500000,20.000000,0.050000,3.475724,2.027936,0.983989
28,-8846.354711,0.156790,0.020000,0.002000,0.012336,0.400000,1.000000,3.000000,0.950000,15.000000,20.000000,18.621308,0.700000,30.000000,0.611884,300.000000,0.500000,200.000000,701.866109,0.500000,300.000000,0.050000,5.000000,3.000000,1.680642
29,-3272.550844,0.050000,0.029756,0.012936,0.014305,0.457548,1.000000,0.200000,0.593775,3.821277,20.000000,8.218765,0.400000,14.607556,0.000000,0.000000,0.500000,200.000000,1000.000000,0.500000,269.180506,0.036465,0.500000,0.100000,2.000000
30,-3093.104585,0.078546,0.020000,0.013551,0.010000,0.572030,0.609468,0.200000,0.725358,2.000000,20.000000,18.532016,0.400000,6.534239,0.000000,272.065744,0.500000,200.000000,66.762232,0.500000,20.000000,0.039614,0.673366,0.100000,2.000000
31,-15811.766388,0.170848,0.092707,0.002000,0.080000,0.741354,0.600000,0.200000,0.500000,9.791794,4.000000,6.000000,0.400000,12.184476,0.000000,0.000000,2.590382,200.000000,40.000000,0.500000,20.000000,0.002000,5.000000,1.893625,0.300000
32,-3077.557457,0.081537,0.020000,0.020000,0.021750,0.800000,0.864187,1.086248,0.950000,15.000000,19.943159,6.822470,0.400000,30.000000,0.000000,0.000000,0.500000,200.000000,1000.000000,1.500000,20.000000,0.020114,0.500000,3.000000,1.373715
33,-27727.646255,0.050000,0.100000,0.002000,0.080000,0.400000,0.600000,0.200000,0.950000,2.000000,4.000000,18.509770,0.400000,5.000000,1.000000,0.000000,5.000000,200.000000,40.000000,0.693016,20.000000,0.050000,0.500000,3.000000,0.553058
34,-23945.748948,0.176459,0.100000,0.002000,0.010000,0.756616,0.957195,0.200000,0.613001,2.000000,8.355628,6.000000,0.535281,27.466680,0.571243,0.000000,4.714066,200.000000,874.889610,1.156109,20.000000,0.020307,0.500000,0.100000,2.000000
35,-22405.788885,0.250000,0.100000,0.002000,0.080000,0.400000,1.000000,2.445562,0.675341,10.182886,4.000000,20.000000,0.594847,5.000000,0.000000,0.000000,3.804670,2000.000000,40.000000,1.500000,20.000000,0.002000,2.331981,3.000000,1.203314
36,-14435.053067,0.250000,0.091888,0.002000,0.055176,0.425015,0.795487,3.000000,0.500000,2.000000,4.000000,20.000000,0.521176,11.071688,0.000000,0.000000,5.000000,200.000000,1000.000000,0.500000,300.000000,0.002000,5.000000,0.100000,2.000000
37,-18924.999895,0.150168,0.086973,0.002000,0.010000,0.796411,0.900311,0.200000,0.950000,2.000000,4.813758,6.000000,0.400000,21.579818,0.127433,14.008618,5.000000,200.000000,1000.000000,1.403485,26.247960,0.002000,0.500000,0.100000,1.956941
38,-18363.263408,0.250000,0.100000,0.002000,0.024863,0.710248,0.840916,0.200000,0.950000,13.282748,9.419370,6.000000,0.694771,30.000000,0.000000,300.000000,5.000000,518.001085,689.163764,1.007476,227.184671,0.050000,5.000000,0.341656,1.582677
39,-17134.553852,0.050000,0.089355,0.012133,0.080000,0.400000,1.000000,2.064154,0.950000,3.351639,20.000000,6.285552,0.700000,5.000000,1.000000,0.000000,2.667996,1646.627406,61.246117,0.897258,227.627921,0.002000,0.500000,0.100000,0.300000
40,-3271.287982,0.050000,0.046643,0.015762,0.080000,0.400000,0.600000,0.200000,0.928164,2.000000,20.000000,6.000000,0.579396,5.000000,0.646683,213.812724,0.500000,2000.000000,40.000000,0.918005,20.000000,0.026724,5.000000,2.234688,0.300000
41,-25131.213421,0.250000,0.100000,0.002000,0.027537,0.400000,0.980099,0.200000,0.950000,2.000000,4.000000,7.981969,0.492815,5.000000,0.082671,0.000000,5.000000,606.277289,286.494046,0.618644,79.300619,0.028923,0.500000,0.100000,2.000000
42,-8035.145769,0.061500,0.020000,0.002000,0.063554,0.714537,1.000000,0.200000,0.950000,15.000000,4.000000,6.000000,0.700000,5.000000,0.625395,0.000000,5.000000,2000.000000,40.000000,0.934801,230.116528,0.002000,0.500000,0.333669,1.242279
43,-4678.101384,0.250000,0.100000,0.015457,0.010000,0.400000,0.666765,0.200000,0.500000,15.000000,4.000000,20.000000,0.638137,5.000000,0.000000,300.000000,4.670125,200.000000,40.000000,0.864183,20.000000,0.050000,5.000000,0.706716,0.300000
44,-9515.996272,0.050000,0.100000,0.020000,0.010000,0.400000,1.000000,0.754595,0.583498,2.000000,4.000000,20.000000,0.700000,30.000000,1.000000,12.713628,3.623216,1377.298389,40.000000,0.809199,20.000000,0.018515,0.500000,2.920286,0.300000
45,-2190.312764,0.076766,0.083502,0.020000,0.080000,0.468997,0.773881,3.000000,0.512182,2.000000,4.000000,20.000000,0.400000,10.186810,0.000000,0.000000,2.979192,375.606882,1000.000000,0.626311,81.224611,0.050000,0.500000,2.160442,0.300000
46,-4185.616281,0.143085,0.020000,0.013581,0.010000,0.456560,0.839198,0.772275,0.907141,15.000000,4.000000,6.000000,0.562451,5.000000,0.000000,0.000000,5.000000,200.000000,1000.000000,1.077930,20.000000,0.050000,2.382133,0.100000,0.300000
47,-23097.698398,0.050000,0.100000,0.002000,0.080000,0.800000,0.719718,1.249178,0.950000,2.000000,20.000000,11.166473,0.694776,7.336956,0.799495,0.000000,5.000000,200.000000,434.594330,0.500000,237.943274,0.021593,3.181070,3.000000,0.574305
48,-22998.538475,0.054476,0.100000,0.002000,0.010000,0.766009,1.000000,0.200000,0.535810,9.775548,4.000000,17.737335,0.400000,30.000000,0.701891,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.019608,0.500000,0.223382,0.300000
49,-23562.813937,0.050000,0.086590,0.002000,0.038263,0.800000,0.918079,0.200000,0.950000,14.812725,17.579425,7.007509,0.700000,30.000000,0.495679,0.000000,2.079862,200.000000,800.263468,0.801948,20.000000,0.044097,0.500000,0.100000,2.000000
50,-32964.568642,0.050000,0.100000,0.002000,0.062774,0.400000,1.000000,0.200000,0.884922,15.000000,4.000000,10.274202,0.400000,30.000000,0.000000,0.000000,1.853961,200.000000,40.000000,0.500000,139.194696,0.002000,4.769117,0.100000,2.000000
51,-14725.201760,0.050000,0.100000,0.002000,0.074910,0.618011,1.000000,0.200000,0.500000,10.553501,9.890110,6.000000,0.400000,5.000000,0.000000,14.202163,5.000000,200.000000,40.000000,1.500000,20.000000,0.024409,3.871947,0.100000,2.000000
52,-30297.896100,0.050000,0.077183,0.002000,0.010000,0.400000,1.000000,0.220958,0.950000,11.155789,4.032991,6.000000,0.506529,12.239832,0.000000,96.782279,5.000000,200.000000,40.000000,1.500000,20.000000,0.044626,3.682928,0.502545,0.300000
53,-5837.315798,0.187417,0.053535,0.006529,0.080000,0.800000,1.000000,0.200000,0.950000,4.412458,4.000000,6.000000,0.400000,6.713887,0.000000,0.000000,5.000000,1317.766018,40.000000,1.500000,300.000000,0.041455,3.995765,0.191143,1.393300
54,-23172.668177,0.250000,0.100000,0.002000,0.080000,0.580274,0.829543,0.200000,0.950000,10.962118,10.411321,20.000000,0.700000,5.000000,0.000000,0.000000,5.000000,2000.000000,183.967756,1.500000,43.774189,0.050000,0.500000,0.100000,2.000000
55,-40711.807383,0.133048,0.100000,0.002000,0.049599,0.400000,0.949311,0.200000,0.950000,9.626305,4.000000,7.896848,0.700000,5.000000,1.000000,0.000000,2.902218,200.000000,40.000000,1.244038,20.000000,0.050000,0.500000,2.728557,2.000000
56,-21171.430686,0.062741,0.100000,0.002000,0.046835,0.800000,1.000000,1.437900,0.950000,2.000000,20.000000,20.000000,0.400000,30.000000,0.171208,300.000000,5.000000,575.678465,762.354216,1.500000,189.950005,0.026850,0.500000,3.000000,0.300000
57,-11183.036556,0.050000,0.100000,0.008499,0.010000,0.800000,0.733938,0.482466,0.500000,15.000000,20.000000,6.000000,0.700000,13.521486,1.000000,300.000000,4.169063,200.000000,862.447902,0.500000,299.248058,0.002000,0.500000,0.100000,0.300000
58,-18586.384038,0.097600,0.100000,0.002000,0.010397,0.552495,0.600000,0.894494,0.500000,15.000000,4.000000,8.385242,0.504657,7.989846,0.000000,0.000000,0.500000,394.556954,1000.000000,0.500000,20.000000,0.002000,3.489967,2.155677,2.000000
59,-7986.837821,0.250000,0.020000,0.002000,0.078084,0.400000,1.000000,2.648220,0.950000,8.199206,20.000000,20.000000,0.700000,23.136026,0.000000,0.000000,5.000000,200.000000,40.000000,0.537409,217.156945,0.002000,0.500000,0.100000,0.300000
60,-3252.605979,0.050000,0.100000,0.020000,0.080000,0.800000,0.890840,2.741805,0.500000,2.000000,4.000000,20.000000,0.400000,5.000000,0.535651,179.552940,4.124961,200.000000,422.947528,1.020308,20.000000,0.022734,5.000000,3.000000,2.000000
61,-7421.738752,0.074383,0.020000,0.002000,0.061160,0.681752,1.000000,3.000000,0.950000,2.000000,5.573583,6.000000,0.422193,27.880098,0.869279,0.000000,5.000000,200.000000,40.000000,0.500000,262.047893,0.047090,3.447931,2.013090,0.300000
62,-26996.560257,0.050000,0.100000,0.002000,0.045644,0.518700,1.000000,3.000000,0.950000,11.465457,4.211329,20.000000,0.700000,5.000000,0.000000,0.000000,5.000000,2000.000000,993.185760,1.100053,26.821516,0.048978,5.000000,0.100000,0.300000
63,-4054.401972,0.250000,0.100000,0.016949,0.010000,0.572700,0.840636,0.937102,0.950000,15.000000,4.000000,6.000000,0.584453,30.000000,1.000000,0.000000,5.000000,200.000000,40.000000,0.545299,20.000000,0.022558,0.500000,0.100000,0.511494
64,-32772.884509,0.250000,0.100000,0.004173,0.030927,0.400000,0.600000,2.651754,0.950000,2.000000,4.000000,9.738489,0.642826,20.720668,0.031097,300.000000,5.000000,200.000000,40.000000,0.859433,20.000000,0.002000,1.676981,0.100000,0.666407
65,-13990.398684,0.050000,0.055371,0.011715,0.010000,0.400000,0.637731,0.609058,0.859359,2.000000,4.000000,20.000000,0.700000,5.000000,0.281860,38.691726,5.000000,1991.708788,1000.000000,0.500000,121.616473,0.018156,0.978794,0.100000,0.642510
66,-25091.451350,0.219280,0.100000,0.002000,0.075651,0.800000,1.000000,3.000000,0.500000,2.000000,7.255501,20.000000,0.400000,5.000000,1.000000,123.425568,0.500000,200.000000,40.000000,0.609800,20.000000,0.007166,0.500000,0.100000,2.000000
67,-8892.626729,0.050000,0.030165,0.002000,0.010000,0.800000,0.917601,0.200000,0.950000,2.000000,19.464752,14.685569,0.700000,20.522533,0.759160,0.000000,2.619732,297.874901,40.000000,0.709019,300.000000,0.002000,0.500000,0.100000,2.000000
68,-14489.561023,0.083235,0.100000,0.005427,0.063269,0.800000,0.755887,1.680063,0.900170,2.000000,20.000000,20.000000,0.421878,5.000000,1.000000,18.460172,3.792425,200.000000,40.000000,1.500000,60.892112,0.002000,0.500000,0.700645,0.300000
69,-20480.855624,0.196075,0.100000,0.002000,0.080000,0.400000,0.600000,0.200000,0.950000,2.000000,5.040549,20.000000,0.400000,30.000000,0.000000,0.000000,2.013506,2000.000000,40.000000,0.782836,20.000000,0.002036,4.333440,0.375495,0.668497
70,-31382.710276,0.050000,0.100000,0.002000,0.080000,0.608210,1.000000,0.200000,0.721008,2.000000,4.000000,20.000000,0.500286,8.526283,1.000000,0.000000,1.901089,200.000000,58.433305,0.500000,26.348822,0.002000,0.837057,2.876045,2.000000
71,-3371.550777,0.050000,0.022445,0.015879,0.010000,0.763552,0.600000,2.502050,0.950000,13.075832,4.000000,17.874340,0.400000,30.000000,1.000000,0.000000,2.446505,200.000000,40.000000,0.500000,183.506032,0.002000,0.500000,3.000000,0.300000
72,-2887.666667,0.250000,0.100000,0.020000,0.080000,0.800000,0.796369,0.200000,0.950000,15.000000,4.000000,20.000000,0.700000,30.000000,0.474447,58.828607,5.000000,200.000000,40.000000,0.500000,251.625761,0.050000,3.357736,1.694687,1.882479
73,-19209.065685,0.050000,0.100000,0.002000,0.010000,0.725180,0.608796,0.200000,0.950000,2.000000,4.000000,6.000000,0.400000,5.000000,0.890874,0.000000,3.198692,200.000000,441.490942,1.500000,232.415664,0.029789,0.500000,0.100000,2.000000
74,-16460.848849,0.182727,0.100000,0.002000,0.078774,0.800000,1.000000,3.000000,0.950000,2.000000,4.000000,11.295221,0.700000,7.244791,0.000000,74.303703,0.500000,667.215868,1000.000000,1.221392,20.000000,0.017869,2.131170,0.100000,1.902560
75,-8375.783691,0.050000,0.040001,0.002000,0.080000,0.742148,0.600000,0.200000,0.821757,6.879018,4.000000,10.972087,0.401841,17.533521,0.000000,0.000000,4.790010,2000.000000,40.000000,0.500000,197.235430,0.043691,0.675989,0.100000,0.898441
76,-2555.570278,0.096641,0.100000,0.016826,0.080000,0.610185,0.600000,2.653818,0.509831,2.000000,4.000000,20.000000,0.400000,14.948019,0.000000,0.000000,3.558948,200.000000,40.000000,0.500000,20.000000,0.002000,3.593037,0.100000,0.447340
77,-3654.112425,0.218181,0.063745,0.017185,0.010000,0.800000,1.000000,3.000000,0.950000,15.000000,4.000000,20.000000,0.400000,5.000000,1.000000,0.000000,5.000000,200.000000,40.000000,1.500000,20.000000,0.050000,0.913332,0.100000,2.000000
78,-17444.159515,0.212087,0.100000,0.002000,0.080000,0.800000,0.600000,0.200000,0.651658,8.285249,4.000000,20.000000,0.401729,30.000000,0.000000,75.375801,5.000000,232.813491,40.000000,1.500000,20.000000,0.002000,0.500000,0.100000,0.557649
79,-9119.741431,0.123922,0.047589,0.002000,0.010000,0.800000,0.691382,0.200000,0.752897,8.996867,4.000000,6.000000,0.400000,30.000000,0.061221,0.000000,4.346047,1875.077303,40.000000,0.552795,44.037823,0.050000,2.535051,1.196896,0.714354
80,-31062.383754,0.050000,0.100000,0.002000,0.059804,0.445979,1.000000,3.000000,0.687087,2.000000,13.931965,20.000000,0.551241,5.000000,0.000000,0.000000,3.482794,399.719363,40.000000,0.500000,20.000000,0.019994,3.517038,3.000000,0.751284
81,-34989.456523,0.250000,0.100000,0.002000,0.045424,0.539857,1.000000,0.200000,0.950000,15.000000,4.000000,13.278031,0.400000,13.456922,0.458745,0.000000,2.329620,200.000000,40.000000,0.745681,244.425524,0.002000,0.500000,1.436470,2.000000
82,-2558.666667,0.131102,0.083999,0.020000,0.010000,0.400000,0.600000,0.200000,0.500000,15.000000,4.000000,15.031974,0.700000,5.000000,1.000000,0.000000,0.500000,200.000000,919.964431,1.500000,82.276840,0.002150,5.000000,1.060982,2.000000
83,-17925.346325,0.250000,0.100000,0.002000,0.080000,0.563550,1.000000,0.200000,0.704086,2.875006,4.000000,13.930169,0.700000,30.000000,0.927487,0.000000,5.000000,2000.000000,1000.000000,1.042954,20.000000,0.002000,0.500000,2.900344,2.000000
84,-38805.702452,0.050000,0.100000,0.002000,0.010000,0.800000,1.000000,0.200000,0.937372,2.000000,4.000000,6.000000,0.479741,20.216554,0.000000,86.153173,0.500000,200.000000,40.000000,0.500000,300.000000,0.050000,4.291798,3.000000,2.000000
85,-10186.051883,0.215631,0.073974,0.002106,0.080000,0.701775,0.897113,2.984021,0.950000,10.386990,8.915963,6.000000,0.400000,16.385381,0.972224,67.228405,2.249715,200.000000,173.764707,0.500000,20.000000,0.002000,5.000000,3.000000,1.352296
86,-35856.551899,0.250000,0.087572,0.002000,0.010000,0.640409,1.000000,3.000000,0.950000,15.000000,20.000000,6.000000,0.579949,8.987527,0.149758,0.000000,5.000000,200.000000,40.000000,0.950017,20.000000,0.042556,0.740319,0.100000,2.000000
87,-23580.650393,0.250000,0.100000,0.002000,0.080000,0.400000,1.000000,0.200000,0.950000,2.000000,4.000000,6.000000,0.434977,15.041795,0.000000,118.919654,5.000000,200.000000,1000.000000,0.500000,20.000000,0.038066,0.500000,3.000000,1.282616
88,-23528.832051,0.050000,0.100000,0.002000,0.076264,0.400000,1.000000,1.039851,0.950000,2.000000,4.000000,9.589032,0.579891,5.000000,1.000000,0.000000,5.000000,200.000000,1000.000000,1.500000,128.811577,0.012915,0.500000,0.100000,1.968854
89,-39709.578012,0.131759,0.100000,0.002000,0.080000,0.400000,0.827202,0.200000,0.529176,2.000000,4.909495,6.000000,0.679312,30.000000,0.000000,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,1.649538,1.483048
90,-30837.208263,0.050855,0.100000,0.002000,0.010000,0.400000,1.000000,0.200000,0.950000,2.000000,4.000000,20.000000,0.700000,5.000000,1.000000,0.000000,4.774584,573.270983,40.000000,0.500000,20.000000,0.037607,5.000000,0.100000,2.000000
91,-20190.933354,0.067153,0.095840,0.002000,0.078737,0.400000,1.000000,3.000000,0.950000,2.000000,4.000000,9.478237,0.449090,27.331410,0.672322,0.000000,5.000000,2000.000000,40.000000,0.500000,53.861157,0.050000,1.436996,0.100000,0.876848
92,-6221.720087,0.050000,0.020000,0.002000,0.067540,0.800000,0.982499,0.200000,0.645839,2.000000,4.000000,6.000000,0.434829,5.000000,0.000000,120.029399,0.500000,200.000000,40.000000,0.500000,51.920492,0.002000,5.000000,0.100000,0.300000
93,-25103.447785,0.108079,0.100000,0.002000,0.010000,0.400000,1.000000,0.200000,0.798695,15.000000,4.000000,20.000000,0.449544,5.000000,1.000000,0.000000,5.000000,200.000000,459.108107,0.500000,20.000000,0.045468,0.500000,2.432078,1.263808
94,-30137.719816,0.076062,0.100000,0.002000,0.080000,0.633970,1.000000,0.200000,0.950000,8.190287,7.689597,11.460929,0.700000,5.042168,0.000000,0.000000,5.000000,704.715739,1000.000000,1.500000,20.000000,0.031093,5.000000,0.100000,2.000000
95,-9247.445620,0.250000,0.043271,0.002000,0.080000,0.400000,1.000000,0.200000,0.950000,6.641230,4.000000,20.000000,0.400000,12.116188,1.000000,0.000000,3.683250,200.000000,40.000000,0.500000,135.581216,0.050000,0.500000,3.000000,2.000000
96,-16669.323079,0.050000,0.095129,0.003295,0.016708,0.480827,1.000000,0.200000,0.500000,5.896611,4.000000,20.000000,0.400000,11.454337,0.000000,73.901818,5.000000,200.000000,40.000000,0.500000,157.208270,0.002000,5.000000,0.100000,1.797461
97,-26538.178317,0.250000,0.100000,0.002000,0.080000,0.400000,1.000000,0.200000,0.644813,15.000000,11.748703,9.582844,0.400000,30.000000,0.199492,0.000000,5.000000,200.294848,52.418853,0.500000,29.873403,0.002000,0.500000,0.167027,0.300000
98,-22814.191882,0.150104,0.100000,0.002000,0.020298,0.800000,1.000000,2.136865,0.950000,15.000000,4.437579,15.690094,0.700000,23.484523,0.183644,0.000000,5.000000,1914.300472,434.306275,1.177307,20.000000,0.040989,0.500000,0.100000,0.300000
99,-14401.073299,0.050000,0.063195,0.002000,0.069895,0.772161,0.697704,1.733596,0.950000,2.000000,4.000000,18.987375,0.400000,5.000000,0.639917,0.000000,4.578573,1391.676169,40.000000,0.500000,20.000000,0.050000,0.500000,2.601738,2.000000
100,-26936.997455,0.250000,0.100000,0.002000,0.080000,0.400000,0.894759,0.389569,0.563516,7.982840,4.000000,20.000000,0.400000,5.000000,0.131384,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,2.327287,2.000000
101,-13790.631725,0.050000,0.100000,0.014711,0.032775,0.445547,1.000000,0.200000,0.500000,9.097453,4.000000,12.355479,0.700000,28.856293,0.000000,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,5.000000,2.946096,0.415967
102,-8502.587656,0.108473,0.100000,0.006767,0.010000,0.434051,1.000000,0.200000,0.834827,8.417117,4.000000,20.000000,0.400000,19.956067,0.151954,0.000000,5.000000,200.000000,40.000000,0.500000,20.000000,0.002000,0.500000,3.000000,0.300000
103,-25412.961580,0.154257,0.100000,0.002000,0.080000,0.400000,0.600000,0.200000,0.950000,2.000000,6.210549,15.304495,0.400000,30.000000,0.000000,0.000000,0.500000,1954.504638,40.000000,1.303799,20.000000,0.002000,0.500000,3.000000,1.418097
104,-37461.779202,0.192639,0.100000,0.002000,0.067567,0.400000,1.000000,2.794956,0.747883,13.712495,4.000000,6.000000,0.700000,12.769205,0.000000,46.309280,2.354606,200.000000,40.000000,1.500000,164.118129,0.050000,0.500000,1.160420,2.000000
105,-23678.443986,0.250000,0.100000,0.002000,0.057237,0.406854,0.613909,0.543418,0.622585,6.586966,8.677750,6.000000,0.653876,5.000000,0.383865,191.467495,0.500000,935.608030,53.596550,0.500000,52.313094,0.002000,0.500000,0.903263,0.300000
